"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"CODY.EAKIN","2007-2017","WSH/DAL","C",379,509.17,9,9,18,15,2.12,1.77,17.81,2.1,749,141,608,84.16,-3.91,38,7,31,84.44,-1.98,45.08,10.32,34.76,81.37,-4.98,4,0,-4,129,15.2,11.56,1.36,11.54,102.52,88.3,24.43,38.39,85.71,36.11,11.92
"CODY.FRANSON","2007-2017","NSH/TOR/BUF","D",526,1125.26,16,58,74,42,3.95,2.24,63.75,3.4,1806,242,1564,88.18,-0.07,116,15,101,88.55,-0.84,121.31,14.13,107.18,89.57,-0.01,7,2,-5,450,23.99,15.87,0.85,7.48,103.2,94.01,40.93,45.86,86.1,37.29,12.11
"CODY.HODGSON","2007-2017","VAN/BUF/NSH","C",328,617.79,16,21,37,32,3.59,3.11,34.42,3.34,945,152,793,86.14,-1.71,56,10,46,84.85,-1.55,60.45,10.12,50.33,85.66,-4.34,4,3,-1,205,19.91,14.74,1.43,13.79,101.34,94.11,36.3,46.08,84.02,37.87,12.1
"CODY.MCLEOD","2007-2017","COL/NSH","L",686,137.79,3,1,4,3,1.74,1.31,4.64,2.02,189,37,152,83.63,-4.32,9,2,7,81.82,-9.09,13.69,1.82,11.87,88.27,-0.57,6,3,-3,39,16.98,6.1,2.66,10,100.18,87.9,3.84,34.94,84.25,34.92,12.5
"COLBY.ARMSTRONG","2007-2017","PIT/ATL/TOR/MTL","R",346,284.93,4,4,8,8,1.68,1.68,7,1.47,364,70,294,83.87,-3,19,8,11,70.37,-22.22,21.93,3.85,18.08,85.07,-3.15,5,2,-3,31,6.53,3.32,0.7,19.05,90.75,86.32,12.52,46.92,85.52,33.59,13.02
"COLIN.GREENING","2007-2017","OTT/TOR","C",286,308.37,9,8,17,17,3.31,3.31,16.69,3.25,559,81,478,87.34,0.05,30,4,26,88.24,-0.28,32.86,4.89,27.97,87.05,0.26,1,1,0,88,17.12,12.48,2.43,15.79,103.69,90.48,20.55,47.88,87.54,37.75,12.17
"COLIN.MILLER","2007-2017","BOS","D",103,149.54,1,6,7,3,2.81,1.2,5.57,2.23,220,38,182,85.27,-5.19,13,1,12,92.86,-0.25,11.63,1.68,9.95,87.38,-2.2,1,0,-1,55,22.07,1.49,0.6,5.88,109,89.38,29.83,38.08,89.74,34.96,11.58
"COLIN.WILSON","2007-2017","NSH","C",502,955.84,21,25,46,37,2.89,2.32,41.22,2.59,1370,177,1193,88.56,-2.28,86,7,79,92.47,-2.67,94.08,12.44,81.64,88.32,-4.71,3,2,-1,205,12.87,22.27,1.4,16.8,105.24,94.7,36.9,45.39,89.37,36.92,11.9
"COLTON.PARAYKO","2007-2017","STL","D",160,269.49,7,10,17,11,3.78,2.45,16.26,3.62,392,54,338,87.89,-0.04,30,4,26,88.24,-3.55,23.21,3.43,19.78,87.12,0.14,3,2,-1,128,28.5,4.31,0.96,10.94,102.29,86.81,35.42,41.95,86.57,35.54,11.78
"COLTON.SCEVIOUR","2007-2017","DAL/FLA","C",250,229.31,4,8,12,5,3.14,1.31,10.62,2.78,317,59,258,84.31,-5.11,22,4,18,84.62,0.4,21.41,3.69,17.72,85.3,-0.24,2,1,-1,57,14.91,6.5,1.7,9.52,102.03,91.62,16.92,35.45,86.85,35.49,11.95
"CONNOR.BROWN","2007-2017","TOR","R",89,123.93,3,7,10,6,4.84,2.9,7.9,3.82,187,27,160,87.38,-0.62,19,1,18,95,8.46,12.6,1.05,11.55,92.31,2.99,0,0,0,27,13.07,2.05,0.99,16.67,112.72,96.19,27.99,46.76,86.8,37.05,12.36
"CONNOR.CARRICK","2007-2017","WSH/TOR","D",120,58.96,1,1,2,2,2.04,2.04,2.34,2.38,96,14,82,87.27,-1.06,5,1,4,83.33,-6.03,8.16,0.82,7.34,90.87,1.9,0,0,0,18,18.32,1.03,1.05,9.09,98.72,90.48,9.58,44.17,87.61,36.36,11.41
"CONNOR.MCDAVID","2007-2017","EDM","C",127,375.6,6,34,40,22,6.39,3.51,29.54,4.72,692,70,622,90.81,0.9,58,5,53,92.06,2.41,54.81,6.1,48.71,89.99,2.74,2,2,0,103,16.45,6.68,1.07,11.32,104.93,95.42,59,49.86,85.21,39.52,11.02
"CONNOR.MURPHY","2007-2017","ARI","D",257,111.8,1,2,3,1,1.61,0.54,2.95,1.58,150,30,120,83.33,-4.98,5,4,1,55.56,-30.9,7.63,1.76,5.87,81.26,-6.45,0,0,0,36,19.32,0.82,0.44,7.14,88.2,82.61,8.43,44.5,86.45,34.25,11.61
"CONOR.SHEARY","2007-2017","PIT","L",105,142.35,2,3,5,3,2.11,1.26,5,2.11,209,31,178,87.08,0.17,12,5,7,70.59,-19.27,15.36,2.52,12.84,85.91,1.17,1,1,0,36,15.17,4.63,1.95,8.7,91.68,89,26.23,43.95,85.49,36.81,11.64
"COREY.PERRY","2007-2017","ANA","R",747,2410.89,88,101,189,150,4.7,3.73,168.53,4.19,4367,509,3858,89.56,0.57,317,26,291,92.42,5.12,330.65,30.95,299.7,91.44,1.42,36,24,-12,828,20.61,97.13,2.42,16.83,104.83,96.08,59.73,55.26,86.87,38.15,11.47
"COREY.POTTER","2007-2017","NYR/PIT/EDM/BOS/CGY/NSH","D",130,205.99,1,13,14,9,4.08,2.62,11.5,3.35,266,39,227,87.21,1.2,24,2,22,92.31,3.12,19.52,3.19,16.33,85.95,-1.67,0,1,1,58,16.89,1.9,0.55,3.57,107.69,96.11,29.27,49.11,86.57,36.61,11.83
"CORY.CONACHER","2007-2017","T.B/OTT/BUF/NYI","C",152,238.73,3,4,7,5,1.76,1.26,6.01,1.51,314,35,279,89.97,2.29,14,2,12,87.5,1.08,19.78,1.75,18.03,91.87,4.88,1,1,0,36,9.05,4.19,1.05,17.65,99.5,89.19,28.03,40.68,84.13,36.19,12.87
"CORY.MURPHY","2007-2017","FLA/T.B/N.J","D",89,348.16,5,17,22,14,3.79,2.41,18,3.1,566,79,487,87.75,2.71,44,3,41,93.62,5.38,36.01,4.09,31.92,89.8,1.64,3,2,-1,94,16.2,3.61,0.62,11.36,108.23,93.93,59.76,49.44,87.66,37.09,12.98
"CORY.SARICH","2007-2017","CGY/COL","D",432,94.9,0,2,2,1,1.26,0.63,1.83,1.16,114,23,91,83.21,-4.46,5,2,3,71.43,-17.64,7.45,1.13,6.32,86.83,-3.6,3,0,-3,27,17.07,0.85,0.54,0,92.19,81.82,3.75,32.74,85.7,34.78,13.48
"CORY.STILLMAN","2007-2017","CAR/OTT/FLA","L",260,912.83,24,42,66,50,4.34,3.29,53.93,3.54,1472,222,1250,86.89,2.67,100,12,88,89.29,6.93,98.5,12.02,86.48,89.12,5.68,9,6,-3,230,15.12,18.8,1.24,19.2,105.3,95.04,53.34,52.29,86.92,37.49,12.6
"CRAIG.CONROY","2007-2017","CGY","C",241,186.56,1,3,4,1,1.29,0.32,4.27,1.37,294,49,245,85.71,-2.28,11,3,8,78.57,-10.19,17.43,2.18,15.25,88.88,-1.56,4,1,-3,38,12.22,4.55,1.46,3.7,97.66,92.77,11.53,45,86.49,36.18,13.13
"CRAIG.RIVET","2007-2017","S.J/BUF/CBJ","D",252,593.7,3,31,34,21,3.44,2.12,28.13,2.84,820,146,674,84.89,-1.85,61,6,55,91.04,1.65,57.23,7.72,49.51,88.11,-2.06,4,1,-3,168,16.98,6.14,0.62,3.7,106.87,91.22,35.48,40.25,86.03,35.81,13.13
"CRAIG.SMITH","2007-2017","NSH","C",437,854.74,26,22,48,36,3.37,2.53,43.15,3.03,1181,152,1029,88.6,-1.67,78,9,69,89.66,-5.17,78.08,10.8,67.28,87.85,-4.11,6,1,-5,257,18.04,23.4,1.64,17.57,102.87,93.85,38.48,44.24,86.6,36.28,11.9
"CURTIS.GLENCROSS","2007-2017","CBJ/EDM/CGY/WSH","L",497,728.4,24,25,49,35,4.04,2.88,40.02,3.3,1070,172,898,86.15,-1.31,84,6,78,93.33,6.77,68.74,9.27,59.47,88.12,-2.04,15,8,-7,149,12.27,20.29,1.67,23.3,109.98,93.79,24.83,47.06,88.6,36.77,11.89
"CURTIS.LAZAR","2007-2017","OTT/CGY","C",179,76.69,1,1,2,2,1.56,1.56,1.7,1.33,90,9,81,90.91,2.18,8,0,8,100,6.59,4.88,0.43,4.45,91.9,5.11,0,0,0,7,5.48,1.05,0.82,33.33,117.02,86.54,8.31,45.96,87.47,34.52,11.96
"DAINIUS.ZUBRUS","2007-2017","N.J/S.J","R/C/C",600,863.18,11,20,31,22,2.15,1.53,29.66,2.06,1289,149,1140,89.64,0.74,67,16,51,80.72,-9.08,83.9,8.54,75.36,90.76,1.99,5,8,3,151,10.5,15.68,1.09,11.11,93.56,91.44,26.87,44.22,86.99,35.88,12.79
"DALE.WEISE","2007-2017","NYR/VAN/MTL/CHI/PHI","R",391,180.35,5,5,10,8,3.33,2.66,8.47,2.82,282,28,254,90.97,2.25,13,4,9,76.47,-13.57,16.09,2.15,13.94,88.21,-0.92,4,2,-2,40,13.31,4.76,1.58,20.83,83.97,93.38,8.63,42.81,84.84,35.52,11.61
"DAMIEN.BRUNNER","2007-2017","DET/N.J","C",120,299.07,7,17,24,21,4.81,4.21,21.05,4.22,440,65,375,87.13,-0.65,38,7,31,84.44,-6.73,29.47,5.74,23.73,83.7,-1.8,1,1,0,102,20.46,6.31,1.27,12.07,102.59,96.23,45.97,48.77,85.87,37.29,11.84
"DAMON.SEVERSON","2007-2017","N.J","D",203,403.55,0,24,24,8,3.57,1.19,18.52,2.75,566,74,492,88.44,2.83,46,8,38,85.19,1.64,41.02,6.93,34.09,85.55,1.9,5,0,-5,129,19.18,4.01,0.6,0,100.76,94.17,40.37,41.3,83.39,37.26,11.81
"DAN.BOYLE","2007-2017","T.B/S.J/NYR","D",605,2237.14,40,123,163,99,4.37,2.66,145.99,3.92,4501,485,4016,90.27,2.29,309,32,277,90.62,-0.08,323.92,28.63,295.29,91.88,2.68,19,3,-16,1091,29.26,48.51,1.3,7.55,102.32,95.83,67.36,51.24,88.06,38.46,11.36
"DAN.CARCILLO","2007-2017","ARI/PHI/CHI/L.A/NYR","L",409,194.6,6,6,12,10,3.7,3.08,10.08,3.11,296,62,234,82.68,-6.26,21,3,18,87.5,-3.41,19.68,3.01,16.67,86.73,-3.31,9,2,-7,53,16.34,6.51,2.01,17.14,105.15,83.78,8.23,39.57,84.88,36.08,13.01
"DAN.CLEARY","2007-2017","DET","R",323,637.5,12,17,29,20,2.73,1.88,25.8,2.43,1106,125,981,89.85,-1.52,65,5,60,92.86,0.26,68.83,7.24,61.59,90.48,-1.67,14,5,-9,148,13.93,17.67,1.66,12.24,104.64,91.94,31.46,42.73,90.23,36.37,12.13
"DAN.FRITSCHE","2007-2017","CBJ/NYR/MIN","C",119,81.3,2,1,3,3,2.21,2.21,2.78,2.05,90,19,71,82.57,-7.91,7,0,7,100,8.86,4.95,0.79,4.16,86.24,-6.36,1,0,-1,17,12.55,1.21,0.89,20,114.58,89.47,10.18,37.61,89.23,34.98,13.26
"DAN.GIRARDI","2007-2017","NYR","D",752,1079.43,13,33,46,30,2.56,1.67,47.35,2.63,1671,265,1406,86.31,-2.01,94,14,80,87.04,-3.48,117.46,16.37,101.09,87.77,-1.4,5,5,0,414,23.01,16.32,0.91,6.28,101.71,90.96,25.75,42.16,86.97,36.47,12.89
"DAN.HAMHUIS","2007-2017","NSH/VAN/DAL","D",706,1115.31,8,41,49,28,2.64,1.51,42.67,2.3,1651,235,1416,87.54,-2.24,81,10,71,89.01,-0.75,104.18,15.2,88.98,87.27,-2.85,11,4,-7,321,17.27,12.39,0.67,5.16,103.17,88.8,27.7,39.59,86.17,35.25,12.19
"DANIEL.ALFREDSSON","2007-2017","OTT/DET","R",458,1586.14,40,95,135,83,5.11,3.14,112.57,4.26,2713,340,2373,88.86,2.57,206,13,193,94.06,5.4,185.37,23.67,161.7,88.68,0.79,9,13,4,581,21.98,34.88,1.32,12.99,108.45,96.31,59.8,54.02,84.31,38.04,12.08
"DANIEL.BRIERE","2007-2017","PHI/MTL/COL","C",245,675.28,20,30,50,40,4.44,3.55,42.41,3.77,1056,173,883,85.92,-1.7,83,5,78,94.32,4.63,70.77,9.32,61.45,88.36,0.27,11,8,-3,165,14.66,14.29,1.27,19.05,110.61,95.37,45.97,53.24,86.05,37.84,12.43
"DANIEL.SEDIN","2007-2017","VAN","L",746,2576.98,83,149,232,160,5.4,3.73,194.89,4.54,4662,481,4181,90.65,4.85,328,23,305,93.45,4.56,323.62,31.02,292.6,91.25,4.03,24,15,-9,893,20.79,87.37,2.03,15.43,106.62,95.76,60.93,52.45,78.97,38.93,11.44
"DANIEL.WINNIK","2007-2017","ARI/COL/S.J/ANA/TOR/PIT/WSH","C/C/L/L",713,161.21,3,3,6,3,2.23,1.12,5.19,1.93,195,45,150,81.25,-6.74,13,3,10,81.25,-5.33,10.47,2.82,7.65,78.78,-10.79,0,0,0,21,7.82,1.69,0.63,18.75,102.29,82.7,4.2,34.94,86.12,34.52,12.57
"DANNY.BRIERE","2007-2017","PHI","C",243,735.66,18,32,50,34,4.08,2.77,43.57,3.55,1203,154,1049,88.65,-0.39,90,10,80,90,0.53,89.49,10.25,79.24,89.72,-1.85,12,6,-6,250,20.39,22.95,1.87,12.68,103.62,94.54,49.02,46.24,88.41,37.09,12.52
"DANNY.CLEARY","2007-2017","DET","R",136,196.52,7,3,10,9,3.05,2.75,10.43,3.18,325,39,286,89.29,-0.25,19,4,15,82.61,-2.1,22.21,2.35,19.86,90.43,2.17,1,1,0,72,21.98,9.33,2.85,16.28,96.63,96.95,24.6,46.49,89.43,36.94,11.7
"DANNY.DEKEYSER","2007-2017","DET","D",316,294.92,1,10,11,7,2.24,1.42,9.36,1.9,409,32,377,92.74,3.91,21,1,20,95.45,7.83,24.62,2.18,22.44,91.87,3.33,2,0,-2,77,15.67,2.02,0.41,3.12,105.77,91.16,17.36,39.43,86.75,36.48,11.56
"DAN.SEXTON","2007-2017","ANA","R",88,78.19,3,1,4,3,3.07,2.3,4.06,3.12,112,15,97,88.19,-0.37,7,0,7,100,8.93,8.02,0.61,7.41,92.93,2.17,1,1,0,21,16.11,1.85,1.42,17.65,110.14,94.44,16.23,35.62,86.16,36.24,12.26
"DANY.HEATLEY","2007-2017","OTT/S.J/MIN/ANA","R/L/L",508,1705.24,71,72,143,110,5.03,3.87,128.68,4.53,3064,369,2695,89.25,0.57,215,18,197,92.27,3.61,226.67,20.45,206.22,91.72,3.14,27,10,-17,723,25.44,73.82,2.6,16.4,104.66,96.36,58.27,54.51,87.32,38.18,11.51
"DARCY.TUCKER","2007-2017","TOR/COL","R",204,430.74,11,13,24,19,3.34,2.65,21.06,2.93,637,93,544,87.26,1.19,41,6,35,87.23,-1.45,42.94,5.07,37.87,89.44,1.73,8,4,-4,104,14.49,10.83,1.51,16.92,100.33,90.33,33.33,44.24,84.87,35.77,13.09
"DARREN.HELM","2007-2017","DET","C",493,255.23,5,6,11,6,2.59,1.41,10.22,2.4,379,53,326,87.73,-2.55,29,5,24,85.29,-5.56,24.81,4.82,19.99,83.73,-6.84,2,3,1,48,11.28,6.01,1.41,13.51,100.27,91.67,9.02,38.71,88.52,36.62,12.26
"DARRYL.SYDOR","2007-2017","PIT/DAL/STL","D",191,294.31,1,7,8,5,1.63,1.02,7.73,1.58,418,63,355,86.9,-0.09,23,3,20,88.46,-1.61,27.16,3.2,23.96,89.46,0.32,1,1,0,77,15.7,2.02,0.41,3.23,103.45,86.81,22.64,40.2,85.43,35.62,13.27
"DAVE.BOLLAND","2007-2017","CHI/TOR/FLA","C",432,643.62,15,26,41,31,3.82,2.89,32.28,3.01,902,122,780,88.09,-0.81,65,4,61,94.2,3.22,57.62,6.99,50.63,89.18,-0.18,6,3,-3,122,11.37,10.07,0.94,23.44,108.55,93.4,25.54,41.4,87.88,36.19,11.97
"DAVID.BACKES","2007-2017","STL/BOS","C/R/R",751,1798.94,55,57,112,94,3.74,3.14,94.55,3.15,3035,332,2703,90.14,1.41,224,24,200,90.32,0.08,197.01,21.43,175.58,90.19,0.15,39,15,-24,449,14.98,51.03,1.7,20.83,103.51,94.76,43.41,47.24,88.26,37.74,11.7
"DAVID.BOOTH","2007-2017","FLA/VAN/TOR","L",452,796.08,22,19,41,32,3.09,2.41,42.16,3.18,1257,195,1062,86.57,-1.67,82,6,76,93.18,5.87,79.02,9.42,69.6,89.35,0.33,5,8,3,274,20.65,23.98,1.81,12.43,106.26,93.59,30.72,46.64,86.65,36.51,12.36
"DAVID.CLARKSON","2007-2017","N.J/TOR/CBJ","R",560,996.15,24,18,42,36,2.53,2.17,43,2.59,1564,215,1349,87.91,-1.62,94,20,74,82.46,-3.61,105.02,16.65,88.37,86.32,-5.26,13,12,-1,305,18.37,32.41,1.95,13.26,97.05,94.87,32.79,50.25,85.46,37.64,12.43
"DAVID.DESHARNAIS","2007-2017","MTL/EDM","C",452,1084.15,15,52,67,36,3.71,1.99,49.81,2.76,1675,273,1402,85.99,-1.54,114,19,95,85.71,-7.31,106.28,19.25,87.03,84.67,-3.85,10,4,-6,127,7.03,15.13,0.84,19.23,102.32,94.62,42.77,51.69,85.88,38.49,12.09
"DAVID.JONES","2007-2017","COL/CGY/MIN","R",462,608.49,19,9,28,24,2.76,2.37,25.44,2.51,863,113,750,88.42,0.05,52,7,45,88.14,-0.13,61.68,5.83,55.85,91.36,1.33,8,1,-7,134,13.21,20.54,2.03,21.84,101.45,94.7,25.53,44.19,86.95,35.95,11.87
"DAVID.KREJCI","2007-2017","BOS","C",661,1645.8,30,93,123,75,4.48,2.73,98.96,3.61,2912,344,2568,89.43,1.67,206,18,188,91.96,-0.04,185.76,22.97,162.79,89,0.16,5,3,-2,496,18.08,28.54,1.04,12.55,106.19,94.82,49.72,47.96,85.4,37.38,11.9
"DAVID.LEGWAND","2007-2017","NSH/DET/OTT/BUF","C",652,1340.15,23,59,82,50,3.67,2.24,64.98,2.91,2041,241,1800,89.44,0.44,142,19,123,88.2,-4.08,137.05,16.09,120.96,89.49,-0.03,9,5,-4,240,10.75,21.91,0.98,15.33,101.45,93.84,36.85,48.82,85.94,37.23,12.02
"DAVID.MOSS","2007-2017","CGY/ARI","L/R/R",459,461.18,17,9,26,24,3.38,3.12,25.14,3.27,702,116,586,85.82,-2.4,47,3,44,94,5.49,49,5.27,43.73,90.29,0.38,2,1,-1,126,16.39,16.83,2.19,19.54,107.26,90.02,17.27,45.4,87.21,35.6,12.17
"DAVID.PASTRNAK","2007-2017","BOS","R",172,296.31,12,16,28,20,5.67,4.05,25.14,5.09,515,63,452,89.1,-1.32,43,2,41,95.56,6.85,34.15,3.51,30.64,90.68,3.61,1,3,2,136,27.54,8.82,1.79,15.38,110.43,95.73,35.76,49.16,89,36.76,11.6
"DAVID.PERRON","2007-2017","STL/EDM/PIT/ANA","L",651,1647.47,36,59,95,67,3.46,2.44,84.24,3.07,2601,300,2301,89.66,1.31,176,27,149,86.7,-1.58,177.49,18.77,158.72,90.44,1.46,21,18,-3,502,18.28,35.21,1.28,13.28,98.19,94.47,44.47,45.23,87.65,36.64,12.05
"DAVID.RUNDBLAD","2007-2017","OTT/ARI/CHI","D",113,165.52,1,6,7,3,2.54,1.09,6.01,2.18,257,27,230,90.49,1.54,11,2,9,84.62,-6.13,16.28,2.59,13.69,86.27,-1.26,1,2,1,46,16.67,1.38,0.5,5,97.5,93.55,27.01,44.23,87.08,36.46,11.87
"DAVID.SAVARD","2007-2017","CBJ","D",326,423.8,6,18,24,13,3.4,1.84,19.94,2.82,652,72,580,90.06,0.7,47,3,44,94,3.62,53.35,4.25,49.1,92.62,3.12,2,0,-2,123,17.41,4.34,0.61,9.84,106.7,90.79,25.37,41.18,87.47,36.78,11.73
"DAVID.SCHLEMKO","2007-2017","ARI/DAL/CGY/N.J/S.J","D",359,480.68,2,26,28,14,3.5,1.75,23.92,2.99,751,96,655,88.67,1.05,46,5,41,90.2,0.13,50.11,4.25,45.86,92.18,5.08,1,1,0,161,20.1,5.67,0.71,2.6,103.58,88.42,25.94,39.86,85.05,36.14,11.7
"DAVID.VYBORNY","2007-2017","CBJ","R",66,175.15,3,10,13,9,4.45,3.08,11.53,3.95,291,23,268,92.68,0.58,20,0,20,100,0,20.57,0.78,19.79,96.35,1.91,1,2,1,46,15.76,5.08,1.74,8.33,113.25,92.13,38.49,47.49,89.75,38.4,12.74
"DAVID.WARSOFSKY","2007-2017","BOS/PIT/N.J","D",39,75.19,1,1,2,1,1.6,0.8,2.03,1.62,125,17,108,88.03,-1.06,8,1,7,88.89,3.89,8.43,1.14,7.29,88.09,2.96,0,0,0,26,20.75,0.68,0.54,11.11,103.43,91.07,44.38,43.37,87.01,37.56,11.86
"DAYMOND.LANGKOW","2007-2017","CGY/ARI","C",301,847.9,20,30,50,30,3.54,2.12,41.35,2.93,1295,160,1135,89,2.33,90,10,80,90,4.68,90.22,8.37,81.85,91.51,3.42,3,3,0,175,12.38,21.67,1.53,18.02,104.09,94.9,45.6,52.57,85.56,37.72,12.06
"DEAN.MCAMMOND","2007-2017","OTT/NYI/N.J","L",185,60.62,1,0,1,1,0.99,0.99,1.02,1.01,70,20,50,77.78,-9.83,3,1,2,75,-18.7,4.41,1.51,2.9,74.49,-14.26,0,0,0,4,3.96,0.5,0.49,25,97.98,87.5,5.68,35.82,85.61,34.66,13.19
"DENIS.GREBESHKOV","2007-2017","EDM/NSH","D",201,473.27,3,20,23,17,2.92,2.16,18.07,2.29,583,90,493,86.63,-0.83,49,6,43,89.09,-0.23,36.53,5.64,30.89,86.63,-3.3,4,1,-3,96,12.17,3.89,0.49,7.5,105.9,92.6,35.89,42.63,85.84,36.35,12.49
"DENIS.MALGIN","2007-2017","FLA","C",47,50.31,2,0,2,2,2.39,2.39,2.29,2.73,77,13,64,85.56,-4.85,6,0,6,100,13.64,5.4,1.75,3.65,75.52,-14.34,0,1,1,15,17.89,1.46,1.74,22.22,114.63,95.83,19.77,41.13,88.76,37.62,11.65
"DENNIS.SEIDENBERG","2007-2017","CAR/FLA/BOS/NYI","D",651,956.83,5,44,49,23,3.07,1.44,43.23,2.71,1493,229,1264,86.7,-1.63,90,13,77,87.38,-3.37,97.3,13.45,83.85,87.86,-0.09,6,1,-5,350,21.95,10.19,0.64,2.92,103.46,91.47,27.18,42.88,86.5,36.57,12.9
"DENNIS.WIDEMAN","2007-2017","BOS/FLA/WSH/CGY","D",620,1862.01,39,98,137,81,4.41,2.61,119.91,3.86,2938,428,2510,87.28,-0.72,206,22,184,90.35,1.71,191.06,27.77,163.29,87.31,-2.48,9,2,-7,879,28.32,33.12,1.07,9.51,105.72,95.18,55.58,45.96,86.58,37.26,12.02
"DEREK.ARMSTRONG","2007-2017","L.A/STL","C",138,137.85,2,5,7,7,3.05,3.05,6.44,2.8,207,22,185,90.39,0.66,9,1,8,90,-3.14,12.05,1.44,10.61,89.33,-2.4,4,2,-2,40,17.41,3.15,1.37,9.09,101.89,87.04,14.14,36.29,86.34,35.73,13.76
"DEREK.DORSETT","2007-2017","CBJ/NYR/VAN","R",493,145.96,1,3,4,2,1.64,0.82,4.54,1.87,213,26,187,89.12,0.11,10,3,7,76.92,-9.97,16.22,1.45,14.77,91.79,3.15,8,7,-1,35,14.39,5.82,2.39,3.57,92.28,86.67,5.19,36.52,86.03,34.94,11.79
"DEREK.JOSLIN","2007-2017","S.J/CAR/VAN","D",116,74.87,1,1,2,2,1.6,1.6,2.32,1.86,117,15,102,88.64,-0.07,7,0,7,100,9.3,5.68,0.9,4.78,86.32,-3.56,0,0,0,34,27.25,0.77,0.62,9.09,113.46,88.89,10.41,37.54,85.77,32.55,13.63
"DEREK.MACKENZIE","2007-2017","CBJ/FLA","C",507,72.82,2,1,3,3,2.47,2.47,3.56,2.93,85,8,77,91.4,1.46,6,0,6,100,12.82,5.84,0.22,5.62,96.37,6.73,0,1,1,21,17.3,1.68,1.38,13.33,110,96,2.52,29.89,86.61,36.44,11.68
"DEREK.MEECH","2007-2017","DET/WPG","D",139,125.47,1,4,5,3,2.39,1.43,5.91,2.83,208,22,186,90.43,-1.33,8,1,7,88.89,-3.49,12.73,1.01,11.72,92.65,-0.34,1,2,1,57,27.26,2.44,1.17,3.12,98.81,89.11,14.86,36.48,88.96,35.77,12.13
"DEREK.MORRIS","2007-2017","ARI/NYR/BOS","D",469,667.24,5,27,32,17,2.88,1.53,30.75,2.77,1029,182,847,84.97,-2.69,60,9,51,86.96,-2.41,61.3,9.24,52.06,86.9,-0.55,7,4,-3,302,27.16,8.31,0.75,3.68,103.02,86.58,24.38,42.59,86.09,36.01,12.44
"DEREK.ROY","2007-2017","BUF/DAL/VAN/STL/NSH/EDM","C",538,1576.94,43,85,128,96,4.87,3.65,110.51,4.2,2684,361,2323,88.14,1.21,188,17,171,91.71,1.86,187.94,23.84,164.1,88.74,1.17,17,18,1,571,21.73,43.5,1.66,14.78,106.1,93.82,48.89,45.42,83.06,36.8,12.39
"DEREK.RYAN","2007-2017","CAR","C",73,146.74,5,4,9,7,3.68,2.86,7.44,3.04,211,23,188,90.17,-2.73,12,3,9,80,-20,16.32,1.88,14.44,89.67,-1.94,1,0,-1,23,9.4,2.92,1.19,33.33,89.6,96.35,45.48,42.61,89.56,37.02,11.21
"DEREK.SMITH","2007-2017","OTT/CGY","D",94,54.13,0,3,3,1,3.33,1.11,2.44,2.7,62,7,55,89.86,1.66,5,0,5,100,8.33,5.29,0.24,5.05,95.66,5.03,0,0,0,13,14.41,0.38,0.42,0,112.5,87.5,11.07,35.52,85.72,34.6,12.12
"DEREK.STEPAN","2007-2017","NYR","C",515,1348.79,27,68,95,57,4.23,2.54,75.3,3.35,2267,292,1975,88.59,2.09,145,17,128,89.51,-3.55,166.71,19.59,147.12,89.48,2.15,6,3,-3,348,15.48,24.75,1.1,14.75,103.31,94.64,50.43,51.6,85.02,39.3,11.81
"DERICK.BRASSARD","2007-2017","CBJ/NYR/OTT","C",642,1737.2,45,76,121,87,4.18,3,105.53,3.64,2919,368,2551,88.8,-0.64,178,31,147,85.17,-5.23,188.93,26.39,162.54,87.74,-1.67,11,7,-4,578,19.96,36.6,1.26,14.29,99.29,93.81,48.92,46.78,87.04,37.82,11.47
"DERRICK.POULIOT","2007-2017","PIT","D",67,114.29,1,3,4,3,2.1,1.57,4.26,2.24,184,21,163,89.76,2.98,7,5,2,58.33,-33.67,12.03,1.91,10.12,86.3,-1.96,0,0,0,43,22.57,1.77,0.93,5,73.33,91.43,34.68,44.51,87.34,37.06,11.49
"DEVANTE.SMITH-PELLY","2007-2017","ANA/MTL/N.J","R",265,221.85,1,5,6,5,1.62,1.35,5.51,1.49,313,46,267,87.19,-0.87,10,1,9,90.91,2.45,20.43,3.41,17.02,85.7,-1.69,5,2,-3,43,11.63,4.69,1.27,4.17,102.58,89.73,16.44,38.97,85.99,35.33,11.62
"DEVIN.SETOGUCHI","2007-2017","S.J/MIN/WPG/CGY/L.A","R",515,1060.31,40,30,70,54,3.96,3.06,66.68,3.77,1798,208,1590,89.63,-0.42,131,12,119,91.61,2.25,128.16,10.86,117.3,92.19,1.1,5,8,3,389,22.01,38.53,2.18,17.02,103.95,94.14,35.96,47.24,89.33,37.16,11.66
