"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"RASMUS.RISTOLAINEN","2007-2017","BUF","D",273,709.95,9,46,55,30,4.65,2.54,46.77,3.95,1129,162,967,87.45,0.75,93,12,81,88.57,3.12,80.66,10.55,70.11,88.43,1.34,3,2,-1,301,25.44,9.12,0.77,6.08,103.54,92.95,53.81,51.29,86.41,39.03,11.49
"RAY.WHITNEY","2007-2017","CAR/ARI/DAL","L",482,1798.57,37,109,146,96,4.87,3.2,119.94,4,3031,435,2596,87.45,2.56,215,25,190,89.58,4.13,220.11,28.4,191.71,88.57,3.82,11,6,-5,656,21.88,42.3,1.41,11.64,104.64,95.15,58.72,51.04,84.36,38,11.68
"REID.BOUCHER","2007-2017","N.J/VAN/NSH","C",112,153.05,3,4,7,4,2.74,1.57,7.11,2.79,234,33,201,87.64,-0.81,15,0,15,100,4.55,13.53,2.38,11.15,85.04,-2.41,0,0,0,55,21.56,2.49,0.98,9.09,112.3,92.74,30.78,39.18,85.24,35.93,11.37
"REILLY.SMITH","2007-2017","DAL/BOS/FLA","R",365,715.42,18,28,46,32,3.86,2.68,38.82,3.26,1183,132,1051,89.96,0.76,79,11,68,87.78,-2.22,77.25,9.44,67.81,89.11,0.87,4,1,-3,214,17.95,15.48,1.3,16.67,100.42,94.8,38.6,43.17,87.07,37.36,11.63
"RENE.BOURQUE","2007-2017","CHI/CGY/MTL/ANA/CBJ/COL","L/L/R/R",601,1012.77,23,25,48,34,2.84,2.01,43.62,2.58,1487,246,1241,85.8,-1.72,90,14,76,86.54,-2,94.79,13.64,81.15,87.42,-1.7,18,7,-11,285,16.88,27.23,1.61,13.61,102.68,91.02,28.55,42.93,86.6,36.48,12.16
"RICHARD.PANIK","2007-2017","T.B/TOR/CHI","R",263,286.54,7,9,16,12,3.35,2.51,13.57,2.84,385,73,312,84.06,-2.82,25,7,18,78.12,-8.11,24.62,4.45,20.17,84.69,-2.67,1,1,0,58,12.14,5.92,1.24,20.59,98.28,89.22,21,41.11,84.32,35.72,12.16
"RICHARD.PARK","2007-2017","NYI/PIT","R",282,251.12,5,10,15,10,3.58,2.39,12.66,3.02,307,59,248,83.88,-3.88,24,2,22,92.31,7.69,19.32,3.17,16.15,85.9,-1.4,3,1,-2,61,14.57,4.17,1,13.16,108.41,87.31,14.6,43.51,84.87,35.59,13.32
"RICHARD.ZEDNIK","2007-2017","FLA","L/L/R/R",122,306.44,9,4,13,12,2.55,2.35,12.82,2.51,492,68,424,87.86,-2.53,31,4,27,88.57,-4.16,31.01,2.92,28.09,91.39,0.21,11,4,-7,90,17.62,9.29,1.82,15.52,100.34,91.01,40.95,46.27,89.86,36.47,13.27
"RICH.PEVERLEY","2007-2017","NSH/ATL/BOS/DAL","C",426,979.1,19,35,54,38,3.31,2.33,46.03,2.82,1493,229,1264,86.7,0.38,96,10,86,90.57,-2.81,96.18,14.59,81.59,86.83,-0.59,4,3,-1,230,14.09,17.64,1.08,15.83,105.72,93.09,38.3,47.34,86.05,36.82,12.54
"RICKARD.RAKELL","2007-2017","ANA","R",236,417.11,11,20,31,23,4.46,3.31,26.97,3.88,729,74,655,90.78,0.82,54,4,50,93.1,3.45,49.03,3.88,45.15,92.67,1.28,0,2,2,136,19.56,11.91,1.71,14.67,106.3,91.88,37.49,46.44,89.1,36.59,11.52
"RICK.NASH","2007-2017","CBJ/NYR","L/L/R",705,2119.25,59,79,138,109,3.91,3.09,129.79,3.67,3614,417,3197,89.66,1.66,214,31,183,87.35,-0.7,247.2,26.08,221.12,90.46,2.61,20,17,-3,803,22.73,64.76,1.83,12.63,100.41,94.27,52.63,49.47,87.49,38.98,11.61
"RILEY.NASH","2007-2017","CAR/BOS","C",323,269.22,4,11,15,11,3.34,2.45,13.16,2.93,427,50,377,89.52,0.11,28,1,27,96.55,11.39,27.04,3.65,23.39,88.11,-0.75,1,3,2,68,15.15,4.38,0.98,11.43,109.85,94.14,16.81,40.9,88.93,36.26,12.14
"RILEY.SHEAHAN","2007-2017","DET","C",284,453.34,11,12,23,19,3.04,2.51,20.11,2.66,698,90,608,88.58,-0.86,53,5,48,91.38,4.26,47.64,6.84,40.8,87.44,-2.41,2,0,-2,83,10.99,11.9,1.57,20,106.31,92.71,30.08,39.81,87.3,37.04,11.87
"R.J..UMBERGER","2007-2017","PHI/CBJ","C",279,520.32,16,14,30,25,3.46,2.88,27.94,3.22,765,119,646,86.54,-1.48,46,10,36,82.14,-10.36,47.34,7.32,40.02,86.61,-1.85,6,4,-2,136,15.68,15.21,1.75,17.02,99.22,93.42,30.99,42.78,87.28,35.77,12.22
"RJ.UMBERGER","2007-2017","CBJ","C",343,992.75,27,25,52,44,3.14,2.66,50.38,3.04,1589,158,1431,90.96,1.04,98,10,88,90.74,8.28,105.4,10.04,95.36,91.3,0.33,9,5,-4,271,16.38,35.05,2.12,14.36,102.01,95.77,48.55,46.73,88.99,37.94,11.36
"ROB.BLAKE","2007-2017","L.A/S.J","D",148,392.06,10,20,30,15,4.59,2.3,29.52,4.52,803,94,709,89.52,0.82,53,5,48,91.38,2.49,60.29,6.14,54.15,90.76,-0.04,4,1,-3,249,38.11,11.1,1.7,7.41,102.95,94.22,41.24,46.03,88.94,36.62,11.64
"ROBBY.FABBRI","2007-2017","STL","C",123,219.74,6,11,17,12,4.64,3.28,13.15,3.59,280,50,230,84.85,-4.92,29,4,25,87.88,-4.71,15.78,3.02,12.76,83.94,-3.71,1,1,0,41,11.2,3.53,0.96,26.09,106.09,88.39,38.31,44.69,87.28,36.33,11.5
"ROBERT.BLAKE","2007-2017","L.A","D",65,258.36,5,9,14,9,3.25,2.09,14.25,3.31,435,38,397,91.97,5.22,26,1,25,96.3,2.96,33.5,1.37,32.13,96.07,7.47,2,0,-2,125,29.03,5.34,1.24,7.81,105.26,94.03,52.25,50.75,88.7,37.87,13.62
"ROBERT.HOLIK","2007-2017","ATL","C",75,121.48,2,1,3,2,1.48,0.99,3.31,1.63,149,33,116,81.87,-2.83,8,3,5,72.73,-16.16,9.35,1.73,7.62,84.39,-2.42,1,0,-1,23,11.36,1.85,0.91,16.67,98.17,85.42,26.5,60.96,83.78,36.81,13.74
"ROBERT.LANG","2007-2017","CHI/MTL/ARI","C",188,603.78,17,24,41,32,4.07,3.18,35.62,3.54,873,128,745,87.21,0.76,74,6,68,92.5,6.54,64.15,7.78,56.37,89.18,1.05,6,2,-4,165,16.4,15.19,1.51,17.35,108.22,93.21,46.35,42.91,86.32,37.59,12.06
"ROBERT.NILSSON","2007-2017","EDM","C",195,456.19,9,17,26,24,3.42,3.16,21.68,2.85,574,101,473,85.04,-3.38,37,8,29,82.22,-5.4,40.24,5.95,34.29,87.12,-2.97,8,3,-5,94,12.36,7.98,1.05,16.98,99.86,91.83,36.66,42.98,86.42,35.57,12.63
"ROB.NIEDERMAYER","2007-2017","ANA/N.J/BUF","C",297,142.24,0,1,1,1,0.42,0.42,1.81,0.76,184,40,144,82.14,-7.71,7,1,6,87.5,-1.54,9.3,1.66,7.64,84.85,-7.07,4,1,-3,26,10.97,1.61,0.68,0,102.95,89.92,8.26,41.57,85.96,34.33,13.44
"ROB.SCHREMP","2007-2017","EDM/NYI/ATL","C",112,233.98,9,8,17,13,4.36,3.33,14.77,3.79,320,50,270,86.49,-2.82,23,1,22,95.83,12.05,24.87,2.92,21.95,89.49,-2,1,1,0,59,15.13,5.81,1.49,22.5,110.15,92.59,36.41,47.09,87.67,35.26,13.36
"ROBYN.REGEHR","2007-2017","CGY/BUF/L.A","D",579,264.87,2,7,9,6,2.04,1.36,8.89,2.01,350,64,286,84.54,-3.48,23,2,21,92,4.4,21.98,3.18,18.8,87.36,-1.95,2,1,-1,86,19.48,2.59,0.59,5.41,107.71,87.73,7.68,37.46,86.76,34.23,12.83
"ROD.BRIND'AMOUR","2007-2017","CAR","C",216,566.04,13,31,44,27,4.66,2.86,35.76,3.79,916,146,770,86.25,-0.22,65,9,56,87.84,-3.67,67.05,9.36,57.69,87.75,-0.15,8,3,-5,151,16.01,15.94,1.69,16.25,104.4,92.32,37.08,47.27,87.1,36.89,12.22
"ROMAN.CERVENKA","2007-2017","CGY","C",39,63.25,1,3,4,2,3.79,1.9,3.08,2.92,85,10,75,89.47,-0.24,8,0,8,100,7.69,5.73,0.37,5.36,93.93,8.55,0,0,0,11,10.43,0.81,0.77,20,118.18,90.38,29.46,46.09,89.21,36.33,11.35
"ROMAN.HAMRLIK","2007-2017","MTL/WSH/NYR","D",391,680.61,6,31,37,26,3.26,2.29,32.18,2.84,1096,188,908,85.36,-2.03,70,9,61,88.61,-0.87,71.83,8.26,63.57,89.69,1.63,5,0,-5,200,17.63,7.67,0.68,6.19,104.16,89.42,29.74,42.08,84.83,34.87,13.16
"ROMAN.JOSI","2007-2017","NSH","D",406,1126.47,18,59,77,54,4.1,2.88,67.37,3.59,1739,190,1549,90.15,0.85,134,10,124,93.06,-1.12,120.45,10.17,110.28,92.21,3.99,2,3,1,388,20.67,14.94,0.8,9.09,105.88,94.99,54.96,48.57,88.8,37.64,11.47
"ROMAN.POLAK","2007-2017","STL/TOR/S.J","D",615,167.25,0,5,5,0,1.79,0,3.64,1.31,250,28,222,89.93,0.38,17,2,15,89.47,0.75,15.7,1.27,14.43,92.52,1.55,4,1,-3,43,15.43,1.42,0.51,0,100.95,87.77,4.91,37.3,87.08,34.86,12.29
"RON.HAINSEY","2007-2017","CBJ/ATL/WPG/CAR/PIT","D",740,946.56,13,37,50,30,3.17,1.9,46.42,2.94,1471,192,1279,88.45,-0.4,89,8,81,91.75,3.36,99.28,9.92,89.36,90.92,2.18,7,3,-4,411,26.05,16.02,1.02,7.1,104.82,92.79,22.73,45.91,85.83,36.92,12.68
"ROSTISLAV.KLESLA","2007-2017","CBJ/ARI","D",331,246.94,3,5,8,4,1.94,0.97,8.23,2,333,49,284,87.17,-1.49,23,3,20,88.46,0.33,17.34,2.31,15.03,88.24,-1.14,3,2,-1,91,22.11,2.76,0.67,7.69,102.99,84.28,12.44,39.46,88.85,35.61,13.18
"ROSTISLAV.OLESZ","2007-2017","FLA/CHI/N.J","C/C/L/L",229,401.37,8,8,16,13,2.39,1.94,14.63,2.19,595,95,500,86.23,-1.01,45,4,41,91.84,0,34.88,5.52,29.36,86.34,-2.27,3,1,-2,73,10.91,9.05,1.35,16.33,107.92,89.97,29.31,44.69,86.69,36.08,12.93
"RUSLAN.FEDOTENKO","2007-2017","NYI/PIT/NYR/PHI","L",392,435.76,14,11,25,21,3.44,2.89,20.93,2.88,615,113,502,84.48,-3.12,41,8,33,83.67,-4.77,41.97,5.51,36.46,88.4,-0.68,6,1,-5,98,13.49,9.03,1.24,26.42,101.03,87.22,17.77,44.8,85.21,35.02,13.03
"RUSLAN.SALEI","2007-2017","FLA/COL/DET","D",239,391.72,2,13,15,7,2.3,1.07,12.4,1.9,544,78,466,87.46,-1.41,35,1,34,97.22,7.29,34.28,3.72,30.56,90.21,0.26,7,0,-7,123,18.84,3.77,0.58,4,109.23,88.53,26.84,42.85,86.49,36.32,12.91
"RYAN.BAYDA","2007-2017","CAR","L",100,50.7,0,0,0,0,0,0,0.13,0.15,66,7,59,90.41,3,1,0,1,100,13.4,3,0.53,2.47,84.99,-3.87,1,0,-1,9,10.65,0.61,0.72,0,103.33,85.42,6.61,36.09,84.56,34.36,12.39
"RYAN.CALLAHAN","2007-2017","NYR/T.B","R",623,1555.85,60,36,96,79,3.7,3.05,87.8,3.39,2445,345,2100,87.63,0.68,185,15,170,92.5,5.6,191.71,21.99,169.72,89.71,1.77,11,16,5,418,16.12,56.32,2.17,23.26,107.44,96.24,42.09,49.54,85.39,38.42,12.06
"RYAN.DZINGEL","2007-2017","OTT","C",111,106.98,1,2,3,2,1.68,1.12,3.18,1.78,152,16,136,90.48,3.37,7,0,7,100,6.82,8.96,1.07,7.89,89.33,4.51,0,0,0,25,14.02,2.73,1.53,6.25,108.86,87.1,19.65,36.14,83.86,35.19,11.96
"RYANE.CLOWE","2007-2017","S.J/NYR/N.J","L",413,987.34,26,53,79,55,4.8,3.34,64.19,3.9,1808,246,1562,88.02,-1.3,117,14,103,89.31,-1.6,127.61,16.92,110.69,88.29,-3.62,12,8,-4,254,15.44,23.87,1.45,16.46,102.84,90.68,40.25,41.74,88.61,35.57,12.04
"RYAN.ELLIS","2007-2017","NSH","D",352,697.5,12,22,34,26,2.92,2.24,35.41,3.05,992,118,874,89.37,-0.26,61,5,56,92.42,-0.73,65.39,6.71,58.68,90.69,0.7,5,2,-3,289,24.86,10.69,0.92,7.41,104.64,93.05,38.93,42.23,87.62,36.55,11.84
"RYAN.GETZLAF","2007-2017","ANA","C",721,2456.92,55,176,231,161,5.64,3.93,187.32,4.57,4520,481,4039,90.38,2.06,336,31,305,91.55,4.05,344.3,30.93,313.37,91.76,2.16,24,11,-13,878,21.44,57.18,1.4,12.17,103.06,96.13,62.93,55.89,86.38,38.44,11.45
"RYAN.JOHANSEN","2007-2017","CBJ/NSH","C",433,1105.37,26,69,95,63,5.16,3.42,80.25,4.36,1818,195,1623,90.31,0.54,137,11,126,92.57,1.66,134.02,14.81,119.21,90.05,-0.04,13,7,-6,393,21.33,27.11,1.47,11.35,105.12,93.67,47.41,45.62,88.54,38.05,11.4
"RYAN.JONES","2007-2017","NSH/EDM","R/L/L",334,306.67,10,8,18,15,3.52,2.93,16.59,3.25,408,82,326,83.27,-3.81,33,6,27,84.62,-5.51,26.33,4.74,21.59,84.74,-3.18,2,4,2,67,13.11,9.05,1.77,20.41,101.96,90.55,16.44,38.79,85.61,35.48,11.97
"RYAN.KESLER","2007-2017","VAN/ANA","C",738,2048.25,76,85,161,116,4.72,3.4,147.09,4.31,3962,382,3580,91.21,3.09,275,23,252,92.28,0.23,285.64,23.49,262.15,92.4,2.81,25,16,-9,825,24.17,86.57,2.54,16.27,104.6,94.52,49.05,49.9,85.37,37.82,11.46
"RYAN.MALONE","2007-2017","PIT/T.B/NYR","L",423,1193.59,39,38,77,57,3.87,2.87,65.26,3.28,1923,337,1586,85.09,1.85,168,24,144,87.5,1.79,135.87,17.39,118.48,88.65,4.54,27,11,-16,278,13.97,40.42,2.03,19.8,104.33,93.84,45.78,54.99,83.76,38.05,12.59
"RYAN.MCDONAGH","2007-2017","NYR","D",467,843.54,7,40,47,29,3.34,2.06,42.13,3,1458,176,1282,89.23,2.51,85,12,73,87.63,-4.98,104.41,14.08,90.33,88.12,-0.35,6,0,-6,301,21.41,12.56,0.89,4.55,101.31,92.84,35.42,47.37,87.03,38.6,11.71
"RYAN.MURPHY","2007-2017","CAR","D",151,280.84,4,5,9,8,1.92,1.71,9.22,1.97,399,48,351,89.26,-1.88,18,1,17,94.74,4.35,25.69,3.3,22.39,88.62,-2.19,3,1,-2,83,17.73,2.4,0.51,9.76,106.06,94.57,37.23,40.25,88.82,38.22,11.46
"RYAN.MURRAY","2007-2017","CBJ","D",220,382.19,5,15,20,11,3.14,1.73,16.51,2.59,566,80,486,87.62,-1.91,41,4,37,91.11,1.42,43.69,5.64,38.05,88.57,-2.48,6,1,-5,106,16.64,4.3,0.68,9.62,105.29,95.89,35.21,41.71,88.36,38.51,11.58
"RYAN.NUGENT-HOPKINS","2007-2017","EDM","C",395,1029.64,22,69,91,58,5.3,3.38,71.78,4.18,1645,182,1463,90.04,4.27,138,13,125,91.39,6.14,123.13,12.53,110.6,90.76,5.95,6,4,-2,316,18.41,22.1,1.29,13.66,104.47,95.12,50.97,47.32,85.34,37.93,11.43
"RYAN.O'REILLY","2007-2017","COL/BUF","C",570,1198.61,37,68,105,75,5.26,3.75,88.84,4.45,1969,241,1728,89.1,1.4,163,13,150,92.61,3.05,141.76,17.25,124.51,89.15,-0.66,2,5,3,315,15.77,27.26,1.36,18.05,107.35,94.67,41.92,49.38,86.27,38.39,11.37
"RYAN.POTULNY","2007-2017","PHI/EDM/CHI/OTT","C",89,133.12,7,2,9,8,4.06,3.61,8.69,3.92,188,23,165,89.1,1.7,15,1,14,93.75,1.25,12.66,1.17,11.49,91.54,1.26,2,1,-1,46,20.73,5.07,2.29,23.33,108.4,90.48,25.84,43.78,87.78,35.88,11.52
"RYAN.SHANNON","2007-2017","VAN/OTT/T.B","R",252,413.85,14,13,27,19,3.91,2.75,22.74,3.3,610,82,528,88.15,2.24,41,5,36,89.13,-2.07,41.63,4.87,36.76,89.53,1.64,3,0,-3,102,14.79,7.07,1.03,22.22,102.25,95.13,29.39,45.42,85.22,36.33,12.57
"RYAN.SMYTH","2007-2017","COL/L.A/EDM","L",482,1438.42,40,39,79,61,3.3,2.54,68.04,2.84,2201,325,1876,87.13,-0.07,159,18,141,89.83,1.07,153.21,20.27,132.94,88.32,0.75,23,9,-14,296,12.35,41.74,1.74,19.51,104.01,95.51,50.57,50.76,86.49,37.41,11.94
"RYAN.SPOONER","2007-2017","BOS","C",214,549.21,11,33,44,30,4.81,3.28,37.4,4.09,1124,116,1008,90.65,2.55,73,7,66,91.25,0.18,70.53,8.79,61.74,88.92,0.81,2,3,1,183,19.99,9.98,1.09,10.48,103.65,96.76,53.99,57.7,90.41,38.81,11.33
"RYAN.SPROUL","2007-2017","DET","D",28,59.9,1,2,3,2,3.01,2,2.82,2.82,76,10,66,88.37,1.91,4,0,4,100,16.67,5.62,0.58,5.04,90.65,7.14,1,0,-1,26,26.04,1.08,1.08,7.69,109.52,94.44,40.34,43.42,87.58,36.77,12.02
"RYAN.STOA","2007-2017","COL/WSH","C",39,50.65,0,3,3,1,3.55,1.18,2.38,2.82,87,11,76,88.78,1.58,7,0,7,100,9.52,7.68,0.37,7.31,95.4,6.82,3,2,-1,14,16.58,1.96,2.32,0,112.5,90.91,25.51,40.27,85,36.65,11.72
"RYAN.STROME","2007-2017","NYI","C",258,530.57,8,17,25,19,2.83,2.15,22.27,2.52,807,109,698,88.1,-2.07,52,6,46,89.66,-0.56,65.98,8.84,57.14,88.18,-2.23,10,4,-6,133,15.04,10.85,1.23,10,102.91,92.79,43.43,47.28,88.49,37.45,11.58
"RYAN.SUTER","2007-2017","NSH/MIN","D",759,2630.33,24,137,161,94,3.67,2.14,131.44,3,4059,433,3626,90.36,3.09,286,24,262,92.26,3.7,282.07,26.91,255.16,91.29,2.11,13,5,-8,818,18.66,28.84,0.66,6.58,104.07,95.8,63.19,50.99,84.94,38.18,11.69
"RYAN.WHITE","2007-2017","MTL/PHI/ARI/MIN","C",311,107.09,3,0,3,3,1.68,1.68,2.71,1.52,158,22,136,87.78,-0.32,11,0,11,100,8.42,9.1,0.97,8.13,90.37,1.83,2,0,-2,16,8.96,2.36,1.32,33.33,113.25,93.59,6.41,40.04,85.85,36.04,11.85
"RYAN.WHITNEY","2007-2017","PIT/ANA/EDM/FLA","D",329,1232.16,12,57,69,35,3.36,1.7,56.67,2.76,1803,370,1433,82.97,-5.05,132,25,107,84.08,-8.78,124.89,22.76,102.13,84.59,-4.69,9,3,-6,351,17.09,14.02,0.68,7.32,102.93,93.53,61.92,50.1,88.07,36.65,12.47
"RYAN.WILSON","2007-2017","COL","D",230,126.93,1,5,6,3,2.84,1.42,4.39,2.08,151,21,130,87.79,0.79,14,0,14,100,11.94,10.9,0.77,10.13,93.4,3.88,3,2,-1,20,9.45,0.43,0.2,12.5,115.05,94.92,10.5,38.1,86.59,33.51,12.35
"SAKU.KOIVU","2007-2017","MTL/ANA","C",469,1089.87,24,61,85,60,4.68,3.3,71.51,3.94,1924,245,1679,88.7,0.66,148,12,136,92.5,3.92,142.95,14.41,128.54,90.84,1.01,11,4,-7,306,16.85,32.28,1.78,12.7,105.98,94.9,39.83,47.95,86.85,37.17,11.75
"SAM.BENNETT","2007-2017","CGY","C",159,245.81,7,5,12,10,2.93,2.44,11.16,2.72,335,44,291,88.39,-1.04,22,3,19,88,-1.47,20.75,3.17,17.58,86.75,-3.46,1,3,2,53,12.94,6.07,1.48,21.88,103.64,89.83,29.43,40.88,89.62,35.14,11.27
"SAM.GAGNER","2007-2017","EDM/ARI/PHI/CBJ","C",696,1781.52,43,73,116,89,3.91,3,99.37,3.35,2558,414,2144,86.07,-1.92,192,27,165,87.67,-2.33,181.16,25.71,155.45,87.57,-0.1,15,8,-7,479,16.13,41.13,1.39,15.47,103.69,93.89,45.96,46.92,86.51,37.15,11.98
"SAMI.LEPISTO","2007-2017","WSH/ARI/CBJ/CHI","D",176,87.9,0,3,3,1,2.05,0.68,2.39,1.63,140,12,128,92.11,2.82,6,1,5,85.71,-0.88,8.16,0.45,7.71,94.77,4.38,0,0,0,16,10.92,0.46,0.31,0,95.29,91.3,8.65,43.35,88.03,35.33,11.95
"SAMI.SALO","2007-2017","VAN/T.B","D",403,1067.64,25,48,73,46,4.1,2.59,66.56,3.74,1736,204,1532,89.48,1.69,131,7,124,94.93,6.04,126.44,10.21,116.23,92.53,4.14,5,1,-4,506,28.44,17.99,1.01,10.64,108.56,94.91,44.39,49.7,87.33,38.44,11.8
"SAMI.VATANEN","2007-2017","ANA","D",265,735.46,15,41,56,31,4.57,2.53,48.89,3.99,1386,148,1238,90.35,0.7,91,8,83,91.92,6.99,102.09,8.39,93.7,92.41,2.21,1,3,2,347,28.31,13.95,1.14,9.43,103.48,94.42,54.01,50.34,88.8,38.09,11.15
"SAM.REINHART","2007-2017","BUF","C",167,459.29,17,11,28,27,3.66,3.53,26.8,3.5,822,105,717,88.67,0.11,72,7,65,91.14,0.23,55.96,7.16,48.8,88.66,-0.49,1,2,1,120,15.68,17.66,2.31,20.48,106.24,94.59,56.25,55.24,85.66,39.75,11.34
"SAMUEL.PAHLSSON","2007-2017","ANA/CHI/CBJ/VAN","C",360,116.8,1,3,4,2,2.05,1.03,3.86,1.98,174,28,146,86.14,-3.89,14,1,13,93.33,6.41,11.16,1.15,10.01,90.66,-0.45,1,0,-1,22,11.3,2.11,1.08,6.67,108.49,90.83,5.25,44.23,88.01,34.27,12.15
"SANDIS.OZOLINSH","2007-2017","S.J","D",39,170.5,2,9,11,8,3.87,2.82,8.42,2.96,243,39,204,86.17,0.38,21,3,18,87.5,14.17,23.92,1.94,21.98,92.5,3.12,0,0,0,37,13.02,1.47,0.52,15.38,102.48,94.64,56.24,43.43,85.52,39.25,12.87
"SCOTT.GOMEZ","2007-2017","NYR/MTL/S.J/FLA/N.J/STL/OTT","C",529,1424.47,20,90,110,73,4.63,3.07,91.08,3.84,2297,360,1937,86.45,-0.83,146,25,121,85.38,-2.98,160.06,23.73,136.33,87.09,0.15,10,6,-4,377,15.88,27.56,1.16,8.23,101.57,93.41,47.48,44.02,85.74,36.68,12.41
"SCOTT.HANNAN","2007-2017","COL/WSH/CGY/NSH/S.J","D",547,119.52,0,1,1,1,0.5,0.5,1.33,0.67,141,34,107,80.57,-7.5,5,1,4,83.33,-6.21,9.22,1.22,8,88.31,-1.62,2,0,-2,21,10.54,0.85,0.43,0,101.17,84.38,3.76,34.81,85.27,33.59,13.43
"SCOTT.HARTNELL","2007-2017","PHI/CBJ","L",749,1927.43,74,48,122,101,3.8,3.14,104.11,3.24,3279,413,2866,88.81,1.08,242,27,215,89.96,-2.02,236.1,27.26,208.84,89.65,-0.5,47,17,-30,500,15.56,59.6,1.86,24.58,104.31,95.32,45.13,47.26,86.96,38.01,12.24
"SCOTTIE.UPSHALL","2007-2017","PHI/ARI/CBJ/FLA/STL","R",599,556.95,14,12,26,22,2.8,2.37,25.6,2.76,835,115,720,87.89,0.04,50,5,45,90.91,-0.69,55.79,7.12,48.67,88.68,0.57,13,10,-3,179,19.28,17.39,1.87,13.59,105.09,90.22,16.69,40.15,86.23,36,12.26
"SCOTT.NIEDERMAYER","2007-2017","ANA","D",210,821.04,20,51,71,39,5.19,2.85,55.89,4.08,1472,151,1321,90.7,2.32,121,8,113,93.8,12.32,110.82,8.78,102.04,92.66,2.73,3,1,-2,252,18.42,14.49,1.06,14.81,106.61,96.88,64.55,56.65,85.29,38.01,11.81
"SCOTT.WALKER","2007-2017","CAR/WSH","R",138,206.59,6,7,13,9,3.78,2.61,10.64,3.09,293,45,248,86.69,-1.28,23,3,20,88.46,-1.16,19.24,3.1,16.14,86.12,-2.39,3,0,-3,62,18.01,5.09,1.48,20,107.98,89.19,20.52,42.27,85.33,35.48,13.38
"SEAN.AVERY","2007-2017","NYR/DAL","L",256,278.14,6,12,18,12,3.88,2.59,14.09,3.04,423,57,366,88.12,1.45,26,3,23,89.66,-2.91,32.57,3.4,29.17,90.55,1.1,7,4,-3,75,16.18,7.36,1.59,18.18,101.88,90.1,17,41.44,86.18,36.21,12.93
"SEAN.BERGENHEIM","2007-2017","NYI/T.B/FLA/MIN","L",455,423.92,11,6,17,15,2.41,2.12,17.19,2.43,620,87,533,87.69,1.14,25,2,23,92.59,8.65,39.37,5.64,33.73,87.47,0.3,9,1,-8,127,17.98,14.3,2.02,13.41,104.32,91.28,15.47,41.14,85.67,35.91,12.44
"SEAN.COUTURIER","2007-2017","PHI","C",416,573.51,2,21,23,9,2.41,0.94,19.32,2.02,772,108,664,87.73,-1.6,44,6,38,88,0.28,52.39,7.14,45.25,88.01,-1.31,2,3,1,116,12.14,6.44,0.67,3.12,101.75,88,23.98,33.54,83.44,35.47,12.1
"SEAN.MONAHAN","2007-2017","CGY","C",319,876.85,26,32,58,46,3.97,3.15,51.93,3.55,1493,183,1310,89.08,0.73,104,12,92,89.66,1.19,101.84,10.68,91.16,90.51,0.65,2,2,0,269,18.41,29.81,2.04,16.88,103,97.35,52.87,48.95,87.13,38.06,11.18
"SEBASTIAN.AHO","2007-2017","CAR","R",82,178.66,6,10,16,11,5.37,3.69,13.28,4.46,336,25,311,93.07,2.5,22,1,21,95.65,13.04,23.48,2.11,21.37,91.75,2.32,0,0,0,62,20.82,3.43,1.15,17.65,104.92,96.1,47.04,46.44,90.96,38.6,11.34
"SERGEI.FEDOROV","2007-2017","CBJ/WSH","C",120,409.86,8,22,30,12,4.39,1.76,24.74,3.62,682,82,600,89.27,0.5,52,5,47,91.23,-3.6,46.01,4.62,41.39,90.87,1.83,2,3,1,130,19.03,8.59,1.26,11.59,105.09,94.29,49.8,56.14,89.53,37.56,12.36
"SERGEI.GONCHAR","2007-2017","PIT/OTT/DAL/MTL","D",471,1810.64,28,121,149,82,4.94,2.72,121.01,4.01,3011,473,2538,86.42,0.51,223,18,205,92.53,6.95,199.43,24.9,174.53,88.9,4.13,9,3,-6,707,23.43,22.31,0.74,8.67,107.75,93.43,65.63,51.35,84.55,37.43,12.64
"SERGEI.KOSTITSYN","2007-2017","MTL/NSH","L",307,468.36,10,23,33,22,4.23,2.82,26.37,3.38,659,93,566,87.63,-1.79,57,6,51,90.48,0,46.31,5.39,40.92,89.57,0.58,6,4,-2,126,16.14,8.7,1.11,15.87,104.87,95.25,28.32,46.68,88.72,35.92,11.73
"SERGEI.SAMSONOV","2007-2017","CHI/CAR/FLA","L",287,810.22,13,36,49,38,3.63,2.81,39.23,2.91,1314,173,1141,88.37,2.93,95,8,87,92.23,5.28,89.66,10.99,78.67,89.08,1.22,10,2,-8,167,12.37,17.08,1.26,13.68,107.16,92.64,41.03,46.1,85.08,36.37,12.63
"SERGEI.ZUBOV","2007-2017","DAL","D",56,265.55,2,16,18,11,4.07,2.49,15.34,3.47,398,41,357,90.66,5.5,33,2,31,94.29,-5.71,28.25,2.65,25.6,91.42,-0.36,1,0,-1,108,24.4,4.72,1.07,4,108.17,96.88,75.07,49.06,88.3,39.68,12.6
