"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"AARON.DOWNEY","2007-2017","DET","R",60,276.63,1,3,4,3,0.87,0.65,2.32,0.5,210,205,5,50.6,-8.36,8,9,-1,47.06,-12.64,8.13,9.05,-0.92,47.32,-10.81,36,20,-16,24,5.21,1.14,0.25,5.88,99.02,82.61,8.15,26.15,57.42,27.13,48.76
"AARON.EKBLAD","2007-2017","FLA","D",227,4916.72,37,58,95,59,1.16,0.72,129.46,1.58,4829,3701,1128,56.61,9.32,234,181,53,56.39,9.36,229.28,178.43,50.85,56.24,9.22,62,40,-22,1083,13.22,30.94,0.38,6.41,99.94,63.72,35.55,30.8,53.52,30.65,46.71
"AARON.GAGNON","2007-2017","DAL/WPG","C",38,318.52,3,2,5,3,0.94,0.57,6.9,1.3,291,289,2,50.17,0.13,8,16,-8,33.33,-10.84,12.63,11.14,1.49,53.13,3.32,2,1,-1,59,11.11,2.89,0.54,10.71,96.23,45.81,14.03,27.78,46.01,28.76,51.3
"AARON.JOHNSON","2007-2017","NYI/CHI/EDM/CGY/CBJ/BOS","D",175,2667.94,10,24,34,20,0.76,0.45,33.32,0.75,2231,2435,-204,47.81,-2.43,113,118,-5,48.92,0.47,101.48,109.98,-8.5,47.99,-2.47,61,29,-32,328,7.38,7.43,0.17,6.67,100.51,46.86,25.32,Inf,49.34,Inf,50.95
"AARON.MACKENZIE","2007-2017","COL","D",5,73.17,0,0,0,0,0,0,1.42,1.16,56,64,-8,46.67,6.67,1,1,0,50,-5.56,2.42,2.73,-0.31,46.99,4.52,0,1,1,8,6.56,0.31,0.25,0,99.55,45.16,23.66,25.46,43.43,28.77,53.02
"AARON.MILLER","2007-2017","VAN","D",57,987.62,1,6,7,2,0.43,0.12,2.93,0.18,634,951,-317,40,-10.12,32,48,-16,40,-16.44,31.53,41.91,-10.38,42.93,-8.99,11,4,-7,68,4.13,1.58,0.1,3.7,99.83,35.01,28.67,Inf,44.61,Inf,55.33
"AARON.NESS","2007-2017","NYI/WSH","D",39,573.09,1,3,4,1,0.42,0.1,3.22,0.34,505,575,-70,46.76,-2.57,13,26,-13,33.33,-12.42,20.94,25.16,-4.22,45.42,-5.53,7,3,-4,86,9,2.11,0.22,2.7,97.05,55,24.42,26.9,48.6,29,50.35
"AARON.PALUSHAJ","2007-2017","MTL/COL/CAR","R",68,614.63,2,11,13,6,1.27,0.59,18.91,1.85,619,544,75,53.22,5.67,22,23,-1,48.89,1.17,22.27,21.14,1.13,51.3,5.31,11,19,8,128,12.5,4.56,0.45,2.86,99,50.15,15.4,28.37,49.18,28.34,48.21
"AARON.ROME","2007-2017","CBJ/VAN/DAL","D",225,3547.56,6,21,27,17,0.46,0.29,32.78,0.55,2971,3267,-296,47.63,-5.42,123,167,-44,42.41,-14.06,129.98,151.42,-21.44,46.19,-6.15,66,28,-38,457,7.73,9.45,0.16,3.11,98.48,43.43,26.28,27.97,50.17,30.15,51.91
"AARON.VOLPATTI","2007-2017","VAN/WSH","L",114,904.99,5,2,7,7,0.46,0.46,-1.38,-0.09,635,822,-187,43.58,-8.28,17,25,-8,40.48,-15.78,23.47,29.05,-5.58,44.69,-5.96,39,25,-14,131,8.69,5.37,0.36,7.94,99.15,44.42,13.54,26.76,48.53,27.56,48.61
"AARON.VOROS","2007-2017","MIN/NYR/ANA","L",161,1419.63,18,19,37,34,1.56,1.44,27.23,1.15,1317,1180,137,52.74,3.14,59,68,-9,46.46,-2,64.84,55.95,8.89,53.68,5.98,111,78,-33,239,10.1,16.76,0.71,12.41,98.32,58.16,15,Inf,54.3,29.36,46.38
"AARON.WARD","2007-2017","BOS/CAR/ANA","D",205,3861.6,9,26,35,14,0.54,0.22,38.65,0.6,3105,3754,-649,45.27,-6.83,148,187,-39,44.18,-10.68,141.77,217.43,-75.66,39.47,-10.07,77,27,-50,380,5.9,8.14,0.13,5.7,99.86,41.22,31.13,Inf,48.1,Inf,52.07
"ADAM.BURISH","2007-2017","CHI/DAL/S.J","R",368,4247.78,27,32,59,47,0.83,0.66,59.94,0.85,2930,4381,-1451,40.08,-12.7,111,196,-85,36.16,-18.47,120.33,196.45,-76.12,37.99,-15.2,147,128,-19,622,8.79,34.18,0.48,6.78,98.39,34.01,19.28,Inf,46.18,31.78,55.46
"ADAM.CLENDENING","2007-2017","CHI/VAN/PIT/EDM/NYR","D",81,1268.39,4,18,22,8,1.04,0.38,28.12,1.33,1251,1047,204,54.44,5.82,62,44,18,58.49,11.95,54.89,52.26,2.63,51.23,3.78,22,10,-12,220,10.41,3.82,0.18,4.08,101.69,62.82,26.34,28.57,51.94,29.29,46.7
"ADAM.CRACKNELL","2007-2017","STL/CBJ/VAN/EDM/DAL","R",203,2084.04,21,22,43,35,1.24,1.01,48.37,1.39,1777,1944,-167,47.76,-1.62,66,74,-8,47.14,-1.39,67.8,80.67,-12.87,45.67,-4.4,23,33,10,434,12.49,19.46,0.56,8.94,99.61,47.72,17.38,28.06,47.51,28.65,51.14
"ADAM.ERNE","2007-2017","T.B","L",26,306.99,3,0,3,3,0.59,0.59,5.39,1.05,286,249,37,53.46,3.48,5,13,-8,27.78,-23.89,11.01,9.45,1.56,53.81,6.31,4,6,2,65,12.7,3.05,0.6,7.5,93.84,55.8,20.21,29.41,54.43,29.19,47.21
"ADAM.FOOTE","2007-2017","CBJ/COL","D",231,4719.49,2,34,36,14,0.46,0.18,12.27,0.16,3177,5020,-1843,38.76,-12.83,157,260,-103,37.65,-15.88,146.68,241.95,-95.27,37.74,-17.49,94,51,-43,301,3.83,6.8,0.09,1.5,99.24,33.34,33.78,Inf,44.56,Inf,56.37
"ADAM.HALL","2007-2017","PIT/T.B/PHI/CAR","R",376,4445.58,20,33,53,41,0.72,0.55,55.99,0.76,2673,4779,-2106,35.87,-15.29,91,240,-149,27.49,-24.91,120.5,225.89,-105.39,34.79,-18.11,55,82,27,695,9.38,38.45,0.52,4.41,96.03,22.79,19.71,30.78,41.81,33.64,58.69
"ADAM.HENRIQUE","2007-2017","N.J","C",431,7923.05,118,123,241,185,1.83,1.4,232.5,1.76,6459,6741,-282,48.93,-0.15,364,370,-6,49.59,3.57,346.24,346.94,-0.7,49.95,1.41,59,92,33,1259,9.53,97.41,0.74,15.4,100.54,46.83,30.2,34.11,50.96,32.99,50.63
"ADAM.LARSSON","2007-2017","N.J/EDM","D",353,7252,13,66,79,43,0.65,0.36,92.7,0.77,5281,6390,-1109,45.25,-5.99,265,284,-19,48.27,-2.22,252.71,305.26,-52.55,45.29,-6.75,92,40,-52,810,6.7,14.66,0.12,3.62,100.95,38.66,33.97,30.01,47.56,31.67,53.14
"ADAM.LOWRY","2007-2017","WPG","L",236,3453.64,33,36,69,55,1.2,0.96,73.28,1.27,2856,3235,-379,46.89,-4.21,126,156,-30,44.68,-6.69,140.28,162,-21.72,46.41,-4.48,53,46,-7,505,8.77,40.38,0.7,11.04,99.19,42.18,24.56,Inf,48.37,31.46,52.72
"ADAM.MAIR","2007-2017","BUF/N.J","C",279,2652.17,20,34,54,38,1.22,0.86,41.14,0.93,2025,2289,-264,46.94,-3.94,77,96,-19,44.51,-6.74,84.55,91.3,-6.75,48.08,-3.28,99,63,-36,425,9.61,23.92,0.54,7.66,99.03,51.23,16.1,Inf,49.92,Inf,49.85
"ADAM.MCQUAID","2007-2017","BOS","D",424,6934.88,12,45,57,33,0.49,0.29,99.7,0.86,5886,6700,-814,46.77,-7.27,268,277,-9,49.17,-7.4,240.54,280.04,-39.5,46.21,-8.43,185,122,-63,804,6.96,11.37,0.1,3.57,100.73,44.84,27.37,28.54,49.49,30.69,53.67
"ADAM.PARDY","2007-2017","CGY/DAL/BUF/WPG/EDM/NSH","D",341,5209.11,4,46,50,26,0.58,0.3,83.09,0.96,4573,4644,-71,49.61,-1.98,189,222,-33,45.99,-5.01,194.21,210.32,-16.11,48.01,-3.15,120,71,-49,573,6.6,11.2,0.13,1.61,98.73,50.91,25.53,Inf,48.47,29.95,52.27
"ADAM.PELECH","2007-2017","NYI","D",53,898.92,3,9,12,6,0.8,0.4,8.85,0.59,690,894,-204,43.56,-6.48,35,44,-9,44.3,-9.43,31.64,42.09,-10.45,42.91,-11.37,3,6,3,106,7.08,2.15,0.14,6.25,100.16,47.01,28.39,27.66,46.65,29.91,52.94
"ADRIAN.AUCOIN","2007-2017","CGY/ARI/CBJ","D",413,8730.87,33,95,128,70,0.88,0.48,166.39,1.14,7913,7400,513,51.68,1.22,385,359,26,51.75,0.99,369.86,371.7,-1.84,49.88,-0.19,123,54,-69,1399,9.61,32.78,0.23,5.44,100.67,50.32,34.84,31.57,51.66,32.4,50.67
"ADRIAN.KEMPE","2007-2017","L.A","L",25,305.77,2,4,6,5,1.18,0.98,10.16,1.99,301,233,68,56.37,1.19,10,11,-1,47.62,-0.8,12.36,12,0.36,50.74,-3.42,3,5,2,61,11.97,2.74,0.54,6.25,97.1,57,20.69,30.98,56,29.54,49.01
"AJ.GREER","2007-2017","COL","L",5,68.28,0,1,1,0,0.88,0,1.21,1.06,66,57,9,53.66,9.1,1,3,-2,25,-20,3.29,1.38,1.91,70.45,30.43,2,2,0,11,9.67,1.24,1.09,0,93.4,52.46,23.02,30.55,48.92,29.53,50.79
"AKIM.ALIU","2007-2017","CGY","R",7,76.39,2,1,3,2,2.36,1.57,1.93,1.52,53,76,-23,41.09,-5.3,3,2,1,60,10,2.62,3.96,-1.34,39.82,-4.27,4,8,4,9,7.07,0.62,0.49,40,107.65,35.71,19.61,29.07,49.54,28.24,47.38
"ALAIN.NASREDDINE","2007-2017","PIT","D",6,77.28,0,0,0,0,0,0,-1.42,-1.1,46,77,-31,37.4,-12.82,2,6,-4,25,-31.52,2.24,2.98,-0.74,42.91,-7.05,2,1,-1,6,4.66,0.13,0.1,0,92.41,37.04,21.79,28.16,40.97,30.58,54.42
"ALAN.QUINE","2007-2017","NYI","C",63,799.27,6,13,19,12,1.43,0.9,15.01,1.13,741,851,-110,46.55,-1.67,38,41,-3,48.1,-3.96,35.77,38.9,-3.13,47.9,-4.25,4,4,0,137,10.28,8.63,0.65,6.9,100.35,47.62,21.26,29.41,49.91,29.35,48.68
"ALEC.MARTINEZ","2007-2017","L.A","D",419,7658.34,48,92,140,96,1.1,0.75,235.26,1.84,7960,6148,1812,56.42,2.53,343,274,69,55.59,4.5,354.79,274.71,80.08,56.36,4.22,63,36,-27,1534,12.02,40.63,0.32,7.52,99.81,55.46,30.26,28.96,56,30.79,48.8
"ALEKSANDER.BARKOV","2007-2017","FLA","C",252,4631.8,73,97,170,133,2.2,1.72,180.69,2.34,4529,3595,934,55.75,6.99,251,185,66,57.57,13.01,230.12,175.24,54.88,56.77,8.89,21,51,30,813,10.53,52.93,0.69,13.96,100.72,57.48,30.1,33.84,54.53,31.83,47.19
"ALES.HEMSKY","2007-2017","EDM/OTT/DAL","R",563,9214.57,124,253,377,275,2.45,1.79,365.16,2.38,9425,7588,1837,55.4,9.85,502,389,113,56.34,12.08,462.95,376.66,86.29,55.14,10.51,108,154,46,2143,13.95,107.65,0.7,10.28,100.68,59.75,27.02,Inf,53.74,Inf,45
"ALES.KOTALIK","2007-2017","BUF/EDM/NYR/CGY","R",249,3675.68,57,60,117,77,1.91,1.26,126.7,2.07,3758,2691,1067,58.27,10.78,188,135,53,58.2,10.32,185.41,119.2,66.21,60.87,13,74,36,-38,1095,17.87,49.41,0.81,8.85,99.95,65.31,24.39,Inf,56.57,Inf,43.74
"ALEX.BIEGA","2007-2017","VAN","D",94,1439.53,1,9,10,5,0.42,0.21,7.68,0.32,1151,1414,-263,44.87,-1.12,44,72,-28,37.93,-6.8,44.89,73.35,-28.46,37.97,-7.59,20,10,-10,214,8.92,3.95,0.16,0.95,98.58,51.36,25.66,27.62,46.25,29.73,51.81
"ALEX.BOLDUC","2007-2017","VAN/ARI","C",65,532.31,2,3,5,4,0.56,0.45,2.76,0.31,365,545,-180,40.11,-12.55,11,24,-13,31.43,-26.59,14.3,21.06,-6.76,40.44,-12.22,14,13,-1,86,9.69,4.27,0.48,3.17,96.5,42.09,13.72,28.01,47.74,29.61,52.74
"ALEX.BURMISTROV","2007-2017","ATL/WPG/ARI","C",324,4896.97,35,57,92,64,1.13,0.78,87.04,1.07,4019,4472,-453,47.33,-2.09,161,212,-51,43.16,-5.27,170.73,222.55,-51.82,43.41,-5.39,62,93,31,804,9.85,40.74,0.5,8.39,98.69,50.73,25.17,30.83,48.86,31.07,51.79
"ALEX.BURROWS","2007-2017","VAN/OTT","L",717,11912.41,188,185,373,297,1.88,1.5,454.36,2.29,11053,10422,631,51.47,1.32,561,503,58,52.73,1.49,533.54,541.18,-7.64,49.64,0.07,328,324,-4,2540,12.79,166.23,0.84,12.35,100.81,53.04,27.46,33.73,49.86,32.99,52.14
"ALEX.CHIASSON","2007-2017","DAL/OTT/CGY","R",320,4443.74,50,56,106,81,1.43,1.09,95.9,1.29,4238,3804,434,52.7,3.39,190,194,-4,49.48,-2.35,209.42,180.87,28.55,53.66,4.63,73,38,-35,780,10.53,58.12,0.78,11.01,99.36,57.57,23.21,33.18,52.38,31.07,48.42
"ALEX.EDLER","2007-2017","VAN","D",665,15429.76,77,207,284,167,1.1,0.65,351.67,1.37,15110,13223,1887,53.33,4.32,731,671,60,52.14,0.79,736.77,672.71,64.06,52.27,4.04,211,95,-116,3288,12.79,78.37,0.3,5.17,99.87,54.68,38.09,Inf,52.91,Inf,49.2
"ALEXEI.EMELIN","2007-2017","MTL","D",380,7486.12,14,55,69,33,0.55,0.26,73.88,0.59,6173,7644,-1471,44.68,-7.06,244,351,-107,41.01,-16.23,269.78,347.4,-77.62,43.71,-9.42,135,89,-46,899,7.21,14.63,0.12,4.01,98.94,39.41,32.6,28.66,47.61,31.47,53.81
"ALEXEI.PONIKAROVSKY","2007-2017","TOR/PIT/L.A/N.J/CAR/WPG","L",408,6126.66,85,117,202,151,1.98,1.48,257.39,2.52,6593,4777,1816,57.99,8.17,311,258,53,54.66,9.67,313.6,215.13,98.47,59.31,10.87,101,79,-22,1466,14.36,90.6,0.89,10.4,98.9,58.62,24.87,Inf,53.22,Inf,47.74
"ALEXEI.SEMENOV","2007-2017","S.J","D",69,948.6,2,9,11,5,0.7,0.32,13.26,0.84,796,733,63,52.06,-2.24,31,33,-2,48.44,-5.11,37.14,31.36,5.78,54.22,-1.18,35,20,-15,115,7.27,2.74,0.17,3.92,98.82,50.73,22.99,28.89,52.77,29.95,50.78
"ALEXEI.ZHITNIK","2007-2017","ATL","D",65,1236.29,3,5,8,4,0.39,0.19,1.48,0.07,960,1215,-255,44.14,0.41,46,66,-20,41.07,-5.41,47.33,66.36,-19.03,41.63,-5.52,29,7,-22,173,8.4,4.93,0.24,3.8,99.55,41.01,31.28,29.58,43.19,30.93,51.53
"ALEXEY.MARCHENKO","2007-2017","DET/TOR","D",121,2019.6,4,17,21,10,0.62,0.3,28.66,0.85,1604,2002,-398,44.48,-7.13,68,85,-17,44.44,-7.45,66.04,93.03,-26.99,41.52,-10.9,13,10,-3,206,6.12,3.84,0.11,4.82,100.17,42.52,28.06,28.7,47.43,31.29,54.41
"ALEX.FROLOV","2007-2017","L.A/NYR","L",272,4981.91,81,111,192,145,2.31,1.75,187.57,2.26,4965,4064,901,54.99,7.9,269,215,54,55.58,9.51,250.01,199.37,50.64,55.63,8.81,42,54,12,1028,12.38,68.71,0.83,13.61,100.34,59.85,30.07,Inf,53.05,Inf,47.65
"ALEX.GALCHENYUK","2007-2017","MTL","C",336,5146.37,89,115,204,163,2.38,1.9,204.95,2.39,5579,4505,1074,55.33,7.3,292,220,72,57.03,7.92,272.28,210.23,62.05,56.43,8.83,64,71,7,1194,13.92,74.16,0.86,13.55,100.94,66.59,25.36,33.53,55.83,30.44,45.32
"ALEX.GIROUX","2007-2017","WSH/EDM/CBJ","L",38,448.01,4,4,8,5,1.07,0.67,12.66,1.7,468,363,105,56.32,5.71,21,16,5,56.76,8.24,22.7,18.74,3.96,54.78,3.87,11,10,-1,117,15.67,7.46,1,5.88,100.15,56.7,19.78,30.88,56.38,29.78,44.47
"ALEX.GOLIGOSKI","2007-2017","PIT/DAL/ARI","D",643,14602.36,61,244,305,182,1.25,0.75,371.11,1.52,14887,13227,1660,52.95,4.91,786,672,114,53.91,6.3,727.98,663.31,64.67,52.32,4.99,114,102,-12,2416,9.93,60.09,0.25,5.85,100.46,53.06,37.42,Inf,52.19,32.06,49.08
"ALEX.GRANT","2007-2017","ANA/ARI","D",7,90.51,2,0,2,2,1.33,1.33,2.07,1.37,84,89,-5,48.55,5.49,4,5,-1,44.44,2.14,3.71,4.64,-0.93,44.43,4.79,3,1,-2,17,11.27,0.31,0.21,33.33,95.78,63.49,21.99,26.68,48.93,28.84,50.53
"ALEX.GRENIER","2007-2017","VAN","R",9,88.3,0,0,0,0,0,0,0.01,0.01,87,84,3,50.88,2.25,2,7,-5,22.22,-0.51,3.63,4.53,-0.9,44.49,-0.09,1,0,-1,17,11.55,1.41,0.96,0,92.38,62.5,16.58,28.88,48.42,28.81,48.76
"ALEX.KHOKHLACHEV","2007-2017","BOS","C",9,91.09,0,0,0,0,0,0,0.01,0.01,74,74,0,50,0.18,0,4,-4,0,-48.72,1.85,2.91,-1.06,38.87,-11.16,1,2,1,13,8.56,0.43,0.28,0,92.16,60.32,17.22,29.07,51.97,28.76,49.96
"ALEX.KILLORN","2007-2017","T.B","C",353,6035.4,72,102,174,130,1.73,1.29,199.16,1.98,5844,4839,1005,54.7,5.83,311,245,66,55.94,4.84,259.33,218.53,40.8,54.27,4.86,104,99,-5,1237,12.3,70.38,0.7,10.04,100.82,57.29,28.31,32.53,53.58,31.25,47.59
"ALEX.KOVALEV","2007-2017","MTL/OTT/PIT/FLA","R",325,5955.07,97,138,235,177,2.37,1.78,217.28,2.19,6231,4963,1268,55.66,9.37,352,221,131,61.43,17.98,319.51,223.9,95.61,58.8,13.25,116,121,5,1464,14.75,78.49,0.79,12.53,102.41,60.57,30.12,34.18,55.41,Inf,45.63
"ALEX.OVECHKIN","2007-2017","WSH","L",758,15861.89,460,376,836,685,3.16,2.59,982,3.71,19855,12403,7452,61.55,16.89,1203,600,603,66.72,22.52,1021.11,578.05,443.06,63.85,21.29,243,318,75,7561,28.6,348.04,1.32,12.38,102.67,68.33,34.44,Inf,57.34,Inf,43
"ALEX.PETROVIC","2007-2017","FLA","D",161,2743.3,3,29,32,17,0.7,0.37,31.54,0.69,2228,2525,-297,46.88,-4.22,109,124,-15,46.78,-4.86,99.5,113.97,-14.47,46.61,-5.39,77,43,-34,310,6.78,5.47,0.12,2.07,100.21,42.98,28.49,28.24,47.84,30.43,53.06
"ALEX.PICARD","2007-2017","T.B/CBJ/PHI/OTT/CAR/MTL/PIT","D/L/D/L/D",212,3487.78,16,30,46,28,0.79,0.48,73.02,1.26,3299,2808,491,54.02,5.18,162,147,15,52.43,6.28,154.01,125.92,28.09,55.02,6.29,40,37,-3,509,8.76,17.24,0.3,6.45,98.96,56.49,27.45,29.86,52.06,30.19,48.79
"ALEX.PIETRANGELO","2007-2017","STL","D",539,13256.5,65,230,295,183,1.34,0.83,387.39,1.75,12423,11671,752,51.56,-0.01,654,581,73,52.96,-0.53,602.25,574.47,27.78,51.18,-0.67,78,86,8,2515,11.38,67.99,0.31,5.46,100.62,46.89,40.39,Inf,51.66,Inf,51.28
"ALEX.PLANTE","2007-2017","EDM","D",10,131.48,0,2,2,1,0.91,0.46,1.23,0.56,114,131,-17,46.53,4.19,5,7,-2,41.67,-12.18,4.84,6.16,-1.32,44,0.22,6,4,-2,15,6.85,0.24,0.11,0,97.69,42.65,22.29,26.56,44.41,29.08,49.6
"ALEX.RADULOV","2007-2017","NSH/MTL","R",166,2891.91,47,72,119,97,2.47,2.01,127.76,2.65,3074,2224,850,58.02,9.91,184,116,68,61.33,13.99,155.25,106.33,48.92,59.35,12.01,55,45,-10,598,12.41,38.77,0.8,13.35,102.07,68.88,28.85,Inf,56.62,Inf,44.91
"ALEX.SEMIN","2007-2017","WSH/CAR/MTL","L/R/L/R",520,9423.09,190,231,421,338,2.68,2.15,484.46,3.08,11266,7478,3788,60.1,11.56,635,363,272,63.63,18.85,576.24,361.51,214.73,61.45,14.55,208,178,-30,3220,20.5,148.02,0.94,12.38,102.04,66.52,29.9,Inf,56.78,Inf,45.2
"ALEX.STEEN","2007-2017","TOR/STL","C/C/L/L",664,12473.14,180,261,441,337,2.12,1.62,506.66,2.44,12418,10455,1963,54.29,4.6,679,528,151,56.26,7.27,606.24,519.31,86.93,53.86,4.73,159,214,55,3266,15.71,153.84,0.74,10.54,100.61,52.33,30.94,Inf,53.34,Inf,49.37
"ALEX.SULZER","2007-2017","NSH/FLA/BUF/VAN","D",131,2197.87,7,14,21,15,0.57,0.41,29.67,0.81,1925,2094,-169,47.9,-0.94,77,83,-6,48.12,1.58,83,95.97,-12.97,46.38,-2.17,22,19,-3,281,7.67,5.71,0.16,5.79,100.51,49.27,28.01,28.08,47.46,30.21,51.37
"ALEX.TANGUAY","2007-2017","CGY/MTL/T.B/COL/ARI","L",557,9919.19,124,257,381,288,2.3,1.74,296.31,1.79,9397,8797,600,51.65,5.33,581,424,157,57.81,12.84,485.11,417.24,67.87,53.76,8.21,132,102,-30,1302,7.88,88.22,0.53,16.89,102.58,57.47,29.39,Inf,52.92,Inf,47.15
"ALEX.TUCH","2007-2017","MIN","R",6,64.22,0,0,0,0,0,0,0.6,0.56,66,64,2,50.77,1.82,1,4,-3,20,-50.37,3.09,2.15,0.94,58.97,2.53,0,0,0,15,14.01,0.73,0.68,0,91.75,54.29,18.32,29.5,49.6,29.11,49.97
"ALEX.URBOM","2007-2017","N.J/WSH","D",34,474.89,3,1,4,4,0.51,0.51,2.3,0.29,338,465,-127,42.09,-9.3,15,20,-5,42.86,-7.14,13.99,20.93,-6.94,40.06,-12.6,7,5,-2,56,7.08,1.37,0.17,12.5,100.78,48.94,23.2,27.43,47.01,30.02,52.49
"ALEX.VASYUNOV","2007-2017","N.J","L",18,206.57,1,4,5,5,1.45,1.45,7.35,2.13,163,127,36,56.21,3.49,6,6,0,50,11.76,6.2,5.59,0.61,52.59,1.56,0,3,3,32,9.29,1.24,0.36,5.56,98.2,53.85,19.07,31.25,52.15,29.13,48.91
"ALEX.WENNBERG","2007-2017","CBJ","C",217,3627.08,25,93,118,84,1.95,1.39,108.6,1.8,3489,3125,364,52.75,5.62,188,161,27,53.87,5.6,190.9,158.65,32.25,54.61,7.66,21,53,32,500,8.27,31.75,0.53,8.59,100.28,59.68,27.69,34.37,52.7,31.75,48.14
"ALLAN.ROURKE","2007-2017","EDM","D",13,142.09,0,0,0,0,0,0,-1.11,-0.47,88,149,-61,37.13,-6.32,5,6,-1,45.45,-8.78,3.6,5.94,-2.34,37.74,-8.95,1,2,1,12,5.07,0.24,0.1,0,102.1,40.23,18.32,27.23,46.86,28.59,49.72
"ANDERS.ERIKSSON","2007-2017","CGY/NYR/ARI","D",81,1572.78,1,20,21,7,0.8,0.27,24.29,0.93,1400,1309,91,51.68,-0.07,72,79,-7,47.68,-5.83,68.94,61.31,7.63,52.93,0.96,19,12,-7,148,5.65,4.24,0.16,1.79,98.87,54.04,32.01,30.95,52.38,31.51,50.52
"ANDERS.LEE","2007-2017","NYI","C",261,3885.04,84,59,143,119,2.21,1.84,169.92,2.62,4478,3160,1318,58.63,11.26,235,145,90,61.84,14.59,249.71,152.45,97.26,62.09,13.3,68,35,-33,975,15.06,85.2,1.32,13.12,100.87,65.62,24.93,34.46,55.52,30.81,44.81
"ANDREAS.ATHANASIOU","2007-2017","DET","C",101,1195.36,27,16,43,34,2.16,1.71,44.25,2.22,1071,1076,-5,49.88,-0.29,58,60,-2,49.15,5.1,50.25,57.98,-7.73,46.43,-3.17,13,30,17,321,16.11,17.1,0.86,15.61,100.43,63.18,19.71,30.45,50.87,29.82,49.35
"ANDREAS.ENGLUND","2007-2017","OTT","D",5,52.96,0,0,0,0,0,0,-1.02,-1.16,37,51,-14,42.05,-4.45,1,4,-3,20,-30,1.96,3.24,-1.28,37.69,-7.56,1,0,-1,7,7.93,0.27,0.31,0,90.67,55.56,17.97,28.96,50.77,30.33,47.07
"ANDREAS.ENGQVIST","2007-2017","MTL","C",15,105.44,0,0,0,0,0,0,-0.22,-0.13,78,107,-29,42.16,-10.04,1,6,-5,14.29,-39.05,1.94,3.99,-2.05,32.72,-21.43,2,0,-2,15,8.54,0.37,0.21,0,91.72,47.95,11.75,28.25,44.43,30.7,55.22
"ANDREAS.KARLSSON","2007-2017","T.B","C",58,560.16,2,2,4,3,0.43,0.32,5.19,0.56,352,500,-148,41.31,-9.59,11,24,-13,31.43,-16.27,14.19,22.03,-7.84,39.18,-13.22,5,2,-3,61,6.53,2.65,0.28,6.45,96.7,32.39,16.28,30.25,44.27,32.61,55.68
"ANDREAS.LILJA","2007-2017","DET/ANA/PHI","D",260,4331.13,6,28,34,23,0.47,0.32,57.16,0.79,3266,4041,-775,44.7,-12.33,142,215,-73,39.78,-21.15,141.35,199.8,-58.45,41.43,-16.57,96,33,-63,402,5.57,9.23,0.13,2.76,97.53,42.57,27.73,Inf,48.7,31.64,55.67
"ANDREAS.MARTINSEN","2007-2017","COL/MTL","L",119,1247.36,7,11,18,14,0.87,0.67,5.53,0.27,898,1255,-357,41.71,-5.7,30,52,-22,36.59,-8.47,32.69,50.54,-17.85,39.28,-7.54,30,19,-11,218,10.49,10,0.48,5.65,98.5,41.88,17.86,29.64,45.66,29.57,51.64
"ANDREAS.NODL","2007-2017","PHI/CAR","R",183,2172.63,15,21,36,29,0.99,0.8,38.69,1.07,1914,2072,-158,48.02,-2.1,60,72,-12,45.45,-8.24,83.93,88.72,-4.79,48.61,-2.76,14,25,11,363,10.02,21.14,0.58,7.25,99.21,46.78,19.96,30.57,48.01,30.1,51.2
"ANDREAS.THURESSON","2007-2017","NSH","R",25,250.13,1,2,3,1,0.72,0.24,4.99,1.2,237,203,34,53.86,2.3,3,10,-7,23.08,-34.33,8.94,9.75,-0.81,47.83,-6.15,3,3,0,55,13.19,2.12,0.51,3.12,94.44,53.08,16.97,29.16,50.39,29.05,49.99
"ANDRE.BENOIT","2007-2017","OTT/COL/BUF/STL","D",181,3369.3,11,35,46,28,0.82,0.5,30.91,0.55,2914,3407,-493,46.1,2.01,132,156,-24,45.83,-3.15,135.66,151.31,-15.65,47.27,2.1,31,15,-16,487,8.67,11.32,0.2,4.91,99.61,49.98,30.79,Inf,47.6,30.91,49.6
"ANDRE.BURAKOVSKY","2007-2017","WSH","L",196,2562.58,38,56,94,61,2.2,1.43,108.25,2.53,2764,2132,632,56.45,7.16,140,89,51,61.14,4.86,109.96,93.99,15.97,53.92,3.65,21,22,1,602,14.1,28.22,0.66,12.58,102.01,62.44,21.93,31.18,54.34,29.28,46.86
"ANDRE.DEVEAUX","2007-2017","TOR/NYR","C",31,206.56,0,2,2,1,0.58,0.29,0.85,0.25,153,184,-31,45.4,-3.61,6,7,-1,46.15,-0.9,6.35,9.21,-2.86,40.81,-9.97,25,21,-4,28,8.13,1.18,0.34,0,101.04,54.78,11.42,27.88,49.86,28.24,48.56
