"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"ERIC.BELANGER","2007-2017","MIN/WSH/ARI/EDM","C",415,6798.67,58,111,169,129,1.49,1.14,167.96,1.48,5734,6412,-678,47.21,-1.8,274,312,-38,46.76,-4.43,253.03,317.38,-64.35,44.36,-4.79,83,91,8,1244,10.98,61.48,0.54,8.52,100.34,40.12,27.01,Inf,48.53,Inf,51.93
"ERIC.BOULTON","2007-2017","ATL/N.J/NYI","L",384,2864.79,19,27,46,36,0.96,0.75,9.19,0.19,2014,2750,-736,42.28,-5.95,73,104,-31,41.24,-6.71,91.53,117.79,-26.26,43.73,-3.68,195,140,-55,448,9.38,24.11,0.5,6.6,99.32,49.24,12.7,27.51,47.4,27.8,49.36
"ERIC.BREWER","2007-2017","STL/T.B/TOR/ANA","D",491,10606.74,31,86,117,73,0.66,0.41,109.17,0.62,8139,10580,-2441,43.48,-7.6,411,572,-161,41.81,-10.14,370.11,510.92,-140.81,42.01,-9.62,179,83,-96,1363,7.71,31.73,0.18,5.18,99.09,38.57,35.64,Inf,47.19,Inf,54.13
"ERIC.FEHR","2007-2017","WSH/WPG/PIT/TOR","R/R/C/C",537,6795.34,101,97,198,152,1.75,1.34,244.86,2.16,6319,6155,164,50.66,-0.61,302,257,45,54.03,-1,305.62,268.56,37.06,53.23,1.26,85,112,27,1691,14.93,101.01,0.89,10.3,100.9,45.55,21.14,Inf,50.84,Inf,50.47
"ERIC.GELINAS","2007-2017","N.J/COL","D",189,2901.59,14,40,54,40,1.12,0.83,62.78,1.3,2594,2127,467,54.95,8.44,131,106,25,55.27,10.83,120.33,100.42,19.91,54.51,8.35,45,16,-29,671,13.88,14.43,0.3,4.39,100.73,66.38,25.57,29.66,53.34,29.47,45.81
"ERIC.GODARD","2007-2017","CGY/PIT","R",209,924.01,4,8,12,9,0.78,0.58,-4.23,-0.27,610,804,-194,43.14,-7.89,24,30,-6,44.44,-9,23.36,31.72,-8.36,42.41,-10.04,115,73,-42,98,6.36,5.67,0.37,7.69,100.4,49.7,7.81,27.27,50.7,27.5,48.82
"ERIC.GRYBA","2007-2017","OTT/EDM","D",258,4435.33,7,30,37,23,0.5,0.31,44.73,0.61,3569,4549,-980,43.96,-9.13,153,193,-40,44.22,-7.36,158.58,217.49,-58.91,42.17,-11.17,125,65,-60,616,8.33,10.76,0.15,2.55,100.54,38.17,28.5,Inf,46.72,Inf,55.16
"ERIC.NYSTROM","2007-2017","CGY/MIN/DAL/NSH","L",590,7571.65,75,47,122,99,0.97,0.78,101.5,0.8,5278,7644,-2366,40.85,-11.51,197,375,-178,34.44,-19.01,208.38,344.6,-136.22,37.68,-15.28,119,142,23,1209,9.58,61.06,0.48,11.47,97.93,34.08,21.45,30.11,45.71,31.49,54.94
"ERIC.O'DELL","2007-2017","WPG","C",41,372.49,3,5,8,4,1.29,0.64,8.01,1.29,325,288,37,53.02,3.05,13,15,-2,46.43,-5.2,13.77,12.99,0.78,51.46,2.73,10,8,-2,46,7.41,3.46,0.56,13.04,98.98,65.43,15.6,27.95,50.75,28.29,48.45
"ERIC.PERRIN","2007-2017","ATL","C",159,2550.21,19,48,67,51,1.58,1.2,50.93,1.2,1878,2560,-682,42.32,-3.18,104,156,-52,40,-7.72,100,130.25,-30.25,43.43,-3.4,27,30,3,401,9.43,23.39,0.55,8.26,98.82,36.8,26.57,33.57,43.44,33.32,54.94
"ERIC.STAAL","2007-2017","CAR/NYR/MIN","C",765,15600.74,266,378,644,504,2.48,1.94,713.35,2.74,17960,13619,4341,56.87,9.33,932,733,199,55.98,10.98,970.43,729.71,240.72,57.08,11.26,239,285,46,4561,17.54,295.85,1.14,10.45,100.01,60.38,33.62,Inf,53.98,Inf,46.39
"ERIC.TANGRADI","2007-2017","PIT/WPG/MTL/DET","C/L/C/L",144,1346.28,5,9,14,11,0.62,0.49,24.47,1.09,1225,1075,150,53.26,1.85,35,49,-14,41.67,-8.92,50.19,45.36,4.83,52.53,1.14,29,27,-2,256,11.41,13.94,0.62,3.42,96.89,56.01,15.89,28.73,51.47,28.47,47.98
"ERIC.WELLWOOD","2007-2017","PHI","L",31,340.87,5,5,10,8,1.76,1.41,13.38,2.36,288,312,-24,48,-2,18,7,11,72,20.03,15.13,13.37,1.76,53.09,2.41,2,4,2,79,13.91,5.07,0.89,10.87,107.14,44.03,18.54,30.34,46.45,30.04,53.61
"ERIK.CHRISTENSEN","2007-2017","PIT/ATL/ANA/NYR/MIN","C",293,3834.26,44,73,117,86,1.83,1.35,92.07,1.44,3430,3209,221,51.66,5.34,171,142,29,54.63,5.33,177.92,144.64,33.28,55.16,5.84,52,42,-10,870,13.61,49.13,0.77,9.36,101.22,58.47,21.81,Inf,53.18,30.15,45.32
"ERIK.COLE","2007-2017","CAR/EDM/MTL/DAL/DET","L",547,9398.99,159,144,303,252,1.93,1.61,330.72,2.11,9695,8160,1535,54.3,6.13,505,404,101,55.56,8.39,506.55,401.91,104.64,55.76,9.1,134,246,112,2252,14.38,148.77,0.95,12.61,100.79,58.87,28.41,Inf,54.54,Inf,46.59
"ERIK.CONDRA","2007-2017","OTT/T.B","R",366,4763.9,38,59,97,76,1.22,0.96,140.17,1.77,4157,4681,-524,47.04,-5.51,154,222,-68,40.96,-12.92,169.77,212.24,-42.47,44.44,-7.35,83,84,1,928,11.69,49.12,0.62,7.35,98.3,37.92,21.69,Inf,46.18,Inf,55.62
"ERIK.GUDBRANSON","2007-2017","FLA/VAN","D",339,6102.8,12,34,46,27,0.45,0.27,59.33,0.58,4911,5892,-981,45.46,-6.81,190,333,-143,36.33,-14.18,203.64,282.38,-78.74,41.9,-9.65,120,88,-32,941,9.25,16.97,0.17,2.73,97.04,42.04,29.81,28.72,47.59,31.54,52.89
"ERIK.GUSTAFSSON","2007-2017","PHI/CHI","D",132,2257.4,6,29,35,22,0.93,0.58,45.86,1.22,2123,2066,57,50.68,1.16,112,72,40,60.87,9.25,93.4,87.36,6.04,51.67,1.16,8,9,1,337,8.96,5.97,0.16,4.17,103.29,53.19,28.51,28.68,51.43,29.5,48.83
"ERIK.HAULA","2007-2017","MIN","L",266,3303.36,42,47,89,70,1.62,1.27,92.37,1.68,2534,3196,-662,44.22,-6.47,130,126,4,50.78,-3.33,107.74,135.81,-28.07,44.24,-11.26,47,33,-14,619,11.24,30.23,0.55,10.99,101.45,39.36,20.74,30.01,45.26,31.07,54.57
"ERIK.JOHNSON","2007-2017","STL/COL","D",575,12584.27,61,169,230,144,1.1,0.69,266.93,1.27,11820,11423,397,50.85,4.46,575,601,-26,48.89,3.01,563.44,564.64,-1.2,49.95,5.33,139,93,-46,2393,11.41,59.89,0.29,5.03,98.94,52.34,36.11,Inf,50.52,32.07,49.4
"ERIK.KARLSSON","2007-2017","OTT","D",556,14377.85,117,334,451,295,1.88,1.23,517.84,2.16,15889,11940,3949,57.1,12.27,780,630,150,55.32,11.95,755.04,602.54,152.5,55.62,12.26,140,131,-9,3742,15.62,91.75,0.38,7.11,100.15,61.88,42.47,Inf,52.87,Inf,46.59
"ERIK.REITZ","2007-2017","NYR/MIN","D",42,418.56,1,1,2,1,0.29,0.14,-2.09,-0.3,321,439,-118,42.24,-9.32,13,21,-8,38.24,-10.15,11.09,18.37,-7.28,37.64,-13.01,22,14,-8,55,7.88,1.13,0.16,4.55,99.64,42.86,16.81,26.93,48.27,28.49,49.94
"ESA.LINDELL","2007-2017","DAL","D",77,1652.74,6,11,17,11,0.62,0.4,22.31,0.81,1509,1690,-181,47.17,-6.7,73,92,-19,44.24,-2.95,73.8,90.36,-16.56,44.96,-9.33,11,8,-3,232,8.42,5.48,0.2,5.94,98.67,45.01,35.73,30.15,49.7,31.83,52.15
"ETHAN.MOREAU","2007-2017","EDM/CBJ/L.A","L",243,3432.5,30,33,63,49,1.1,0.86,30.11,0.53,2445,4015,-1570,37.85,-12.28,94,177,-83,34.69,-14.07,98.87,184.41,-85.54,34.9,-15.66,108,52,-56,773,13.51,33.25,0.58,6.8,98.86,37.6,23.6,30.65,44.46,31.9,55.36
"EVANDER.KANE","2007-2017","ATL/WPG/BUF","L/C/L",496,9209.76,157,141,298,254,1.94,1.65,343.81,2.24,9094,8276,818,52.35,4.74,451,460,-9,49.51,2.87,450.23,419.05,31.18,51.79,5.83,227,219,-8,3041,19.81,159.88,1.04,8.99,99.13,57.48,30.61,Inf,51.43,31.36,48.66
"EVAN.OBERG","2007-2017","VAN/T.B","D",7,61.72,0,0,0,0,0,0,1.59,1.55,63,49,14,56.25,11.77,3,1,2,75,16.67,2.36,1.75,0.61,57.42,10.62,0,2,2,9,8.75,0.09,0.09,0,104.05,60.53,15.35,27.7,51.48,28.06,48.36
"EVAN.RODRIGUES","2007-2017","BUF","C",32,411.15,5,3,8,7,1.17,1.02,9.1,1.33,340,390,-50,46.58,-1.55,10,17,-7,37.04,-7.82,11.1,16.2,-5.1,40.66,-7,2,6,4,106,15.47,3.06,0.45,8.47,98.05,54.63,21.59,29.87,45.8,29.53,52.12
"EVGENI.MALKIN","2007-2017","PIT","C",627,12778.62,294,447,741,583,3.48,2.74,745.14,3.5,15174,9840,5334,60.66,15.33,985,523,462,65.32,19.43,861.41,473.02,388.39,64.55,19.63,302,355,53,3909,18.35,241.06,1.13,13.35,102.16,71.77,33.52,Inf,57.63,31.98,43.32
"EVGENY.ARTYUKHIN","2007-2017","T.B/ANA/ATL","R",127,1261.43,15,17,32,23,1.52,1.09,17.84,0.85,981,1125,-144,46.58,-0.07,46,47,-1,49.46,5.26,41.74,49.15,-7.41,45.92,0.08,80,42,-38,241,11.46,11.51,0.55,10.56,100.91,55.08,16.81,28.88,48.75,28.56,48.78
"EVGENY.DADONOV","2007-2017","FLA","R",55,716.73,10,10,20,14,1.67,1.17,23.17,1.94,681,592,89,53.5,5.22,26,30,-4,46.43,-0.05,30.24,23.91,6.33,55.84,8.09,8,13,5,137,11.47,7.36,0.62,11.76,98.05,55.99,21.66,29.81,51.51,29.4,48.54
"EVGENY.GRACHEV","2007-2017","NYR/STL","C",34,304.31,1,2,3,2,0.59,0.39,1.63,0.32,224,251,-27,47.16,-5.38,6,13,-7,31.58,-23.51,10.16,9.26,0.9,52.32,-2.01,1,4,3,29,5.72,1.21,0.24,5.88,95.62,62.41,15.25,27.98,51.67,28.17,49.78
"EVGENY.KUZNETSOV","2007-2017","WSH","C",261,4113.74,53,128,181,137,2.64,2,174.11,2.54,4203,3341,862,55.71,6.62,258,142,116,64.5,11.44,198.91,155.05,43.86,56.2,7.05,54,56,2,910,13.27,48.1,0.7,10.35,103.7,61.93,26.06,Inf,55.65,Inf,46.15
"EVGENY.MEDVEDEV","2007-2017","PHI","D",45,847.29,4,8,12,8,0.85,0.57,18.17,1.29,839,710,129,54.16,5.2,39,32,7,54.93,7.37,38.49,35.09,3.4,52.31,3.01,17,7,-10,189,13.38,3.87,0.27,5.63,101.16,53.54,31.12,28.07,51.7,30.07,48.34
"FABIAN.BRUNNSTROM","2007-2017","DAL/DET","L",104,1153.78,19,22,41,32,2.13,1.66,32.73,1.7,1025,909,116,53,3.43,53,51,2,50.96,1.9,45.39,38.85,6.54,53.88,3.93,12,12,0,206,10.71,12.82,0.67,15.32,99.22,66.67,18.62,Inf,54.75,Inf,45.82
"FEDOR.TYUTIN","2007-2017","NYR/CBJ/COL","D",703,15220.84,45,166,211,113,0.83,0.45,232.44,0.92,12896,13124,-228,49.56,0.02,627,732,-105,46.14,-0.88,613.8,632.04,-18.24,49.27,-0.9,208,88,-120,2013,7.94,54.28,0.21,4.66,98.73,46.87,35.76,30.78,49.16,32.61,51.75
"FERNANDO.PISANI","2007-2017","EDM/CHI","R",194,2845.41,31,29,60,50,1.27,1.05,37.51,0.79,2086,3130,-1044,39.99,-9.95,94,149,-55,38.68,-12.58,91.57,142.63,-51.06,39.1,-11.36,30,32,2,495,10.44,26.03,0.55,10.58,99.52,40.56,24.17,31.24,45.48,32.26,54.24
"FILIP.FORSBERG","2007-2017","NSH","C/C/L/L",264,4727.14,91,98,189,143,2.4,1.82,238.13,3.02,5273,3809,1464,58.06,9.37,278,216,62,56.28,7.5,250.98,186.94,64.04,57.31,7.58,45,80,35,1488,18.89,76.41,0.97,12.1,99.73,67.39,29.54,Inf,55.19,32.13,47.19
"FILIP.KUBA","2007-2017","T.B/OTT/FLA","D",380,8720.25,21,135,156,82,1.07,0.56,158.46,1.09,7984,7920,64,50.2,0.59,440,458,-18,49,4.1,398.68,397.54,1.14,50.07,1.41,81,25,-56,1114,7.66,30.48,0.21,4.06,99.45,52.65,37.79,33.12,52.29,32.93,50.59
"FRANCIS.BOUILLON","2007-2017","MTL/NSH","D",418,7573.06,18,45,63,39,0.5,0.31,56.12,0.44,6167,7296,-1129,45.81,-4.65,298,340,-42,46.71,-7.17,280.73,331.05,-50.32,45.89,-6.79,113,83,-30,850,6.73,19.57,0.16,4.97,100.02,47.14,29.92,28.06,48.77,30.65,51.54
"FRANCIS.LESSARD","2007-2017","OTT","R",24,92.56,0,0,0,0,0,0,-0.2,-0.13,70,64,6,52.24,5.08,1,1,0,50,-3.33,2.73,2.33,0.4,53.95,8.44,13,6,-7,12,7.78,0.46,0.3,0,99.23,67.57,6.78,26.64,49.82,27,49.85
"FRANCOIS.BEAUCHEMIN","2007-2017","ANA/TOR/COL","D",692,16640.31,57,139,196,116,0.71,0.42,251.3,0.91,14298,16254,-1956,46.8,-4.19,662,866,-204,43.32,-8.32,687.01,819.21,-132.2,45.61,-6.11,161,103,-58,2404,8.67,66,0.24,4.98,98.42,44,39.68,Inf,48.55,Inf,53.01
"FRANK.CORRADO","2007-2017","VAN/TOR/PIT","D",71,1010.14,3,4,7,5,0.42,0.3,14.15,0.84,967,896,71,51.91,-0.81,29,53,-24,35.37,-6,37.2,41.25,-4.05,47.42,-1.43,19,12,-7,194,11.52,4.47,0.27,3.7,95.41,55.54,23.96,27.56,51.44,28.92,49.31
"FRANK.VATRANO","2007-2017","BOS","C",83,1055.89,18,11,29,22,1.65,1.25,43.14,2.45,1076,816,260,56.87,5.07,42,38,4,52.5,-1.07,46.15,34.89,11.26,56.95,3.53,16,14,-2,343,19.49,16.69,0.95,8.41,97.73,68.27,21.4,30.4,54.43,29.24,46.75
"FRANS.NIELSEN","2007-2017","NYI/DET","C",668,11508.24,134,250,384,275,2,1.43,394.45,2.06,11392,10368,1024,52.35,4.68,583,554,29,51.28,5.42,627.01,539.19,87.82,53.77,5.24,56,128,72,2288,11.93,140.24,0.73,10.36,99.43,51.17,28.33,35.26,51.45,Inf,49.76
"FRANTISEK.KABERLE","2007-2017","CAR","D",110,1793.61,1,26,27,14,0.9,0.47,36.97,1.24,1851,1437,414,56.3,4.44,81,70,11,53.64,3.43,85.19,69.52,15.67,55.06,3.13,18,6,-12,259,8.66,6.15,0.21,0.85,99.01,58.13,27.21,Inf,55.34,Inf,46.67
"FRAZER.MCLAREN","2007-2017","S.J/TOR","L",102,506.76,4,7,11,9,1.3,1.07,2.83,0.34,328,483,-155,40.44,-7.15,17,14,3,54.84,1.53,12.69,15.86,-3.17,44.45,-5.2,55,44,-11,60,7.1,4.15,0.49,10,104.13,51.45,8.67,26.32,46.35,26.81,49.38
"FREDDIE.HAMILTON","2007-2017","S.J/COL/CGY","C",59,555.03,4,1,5,5,0.54,0.54,4.97,0.54,407,484,-77,45.68,-5.25,12,21,-9,36.36,-13.23,16.16,18.67,-2.51,46.4,-5.38,5,6,1,109,11.78,5.76,0.62,6.56,98.02,43.28,15.91,27.87,47.66,28.15,50.3
"FREDDY.MEYER","2007-2017","NYI/ATL","D",112,1991.73,9,17,26,19,0.78,0.57,20.7,0.62,1619,2166,-547,42.77,-5.91,68,112,-44,37.78,-5.75,72.97,102.28,-29.31,41.64,-7.7,34,23,-11,229,6.9,7.08,0.21,8.41,97.74,36.74,29.41,28.24,44.05,31.88,54.21
"FREDERICK.GAUDREAU","2007-2017","NSH","C",9,77.98,0,1,1,0,0.77,0,1.71,1.32,83,81,2,50.61,-4.51,4,3,1,57.14,10.48,2.9,2.17,0.73,57.2,5.94,0,1,1,12,9.23,0.69,0.53,0,100.83,39.66,14.74,27.08,47.3,27.19,48.71
"FREDERICK.MEYER IV","2007-2017","NYI/ARI","D",50,920.31,3,6,9,6,0.59,0.39,17.96,1.17,809,769,40,51.27,3.11,35,49,-14,41.67,-3.64,38.08,38.32,-0.24,49.84,3.62,8,5,-3,109,7.11,3.58,0.23,6.52,95.76,41.7,30.61,28.89,48.82,31.88,51.72
"FRÉDÉRIC.ST-DENIS","2007-2017","MTL/CBJ","D",21,300.04,1,3,4,2,0.8,0.4,4.58,0.92,250,270,-20,48.08,1.05,11,12,-1,47.83,-0.17,9.4,11.06,-1.66,45.94,0.41,5,3,-2,34,6.8,0.59,0.12,7.69,100.34,45.65,23.47,27.56,46.42,29.98,51.66
"FREDERIK.GAUTHIER","2007-2017","TOR","C",28,300.45,2,2,4,3,0.8,0.6,1.95,0.39,199,322,-123,38.2,-12.96,10,17,-7,37.04,-20.98,8.46,16.23,-7.77,34.26,-16.5,6,4,-2,32,6.39,2.02,0.4,11.11,100.09,22.8,18.07,28.12,46.37,30.48,54.25
"FREDRIK.CLAESSON","2007-2017","OTT","D",49,741.83,3,9,12,6,0.97,0.49,15.51,1.25,678,672,6,50.22,1.05,22,28,-6,44,-7.19,26.67,28.44,-1.77,48.39,-1.51,3,1,-2,107,8.65,1.85,0.15,7.5,97.61,50.72,25.44,28.82,47.61,29.69,51.75
"FREDRIK.MODIN","2007-2017","CBJ/L.A/ATL/CGY","L",157,2344.33,27,30,57,42,1.46,1.07,61.24,1.57,2057,2012,45,50.55,1.76,88,111,-23,44.22,-2.77,89.58,98.88,-9.3,47.53,-1.44,42,35,-7,497,12.72,27.63,0.71,9.85,98.09,53.55,24.71,Inf,52.4,Inf,49.44
"FREDRIK.SJOSTROM","2007-2017","ARI/NYR/CGY/TOR","R/L/R/L",279,3239.03,24,25,49,38,0.91,0.7,53.39,0.99,2438,3179,-741,43.4,-8.16,83,147,-64,36.09,-16.14,102.07,142.4,-40.33,41.75,-9.04,39,45,6,539,9.98,29.67,0.55,7.27,97.69,38.05,19.37,29.8,45.78,31.87,55.1
"GABRIEL.BOURQUE","2007-2017","NSH/COL","L",248,3280.28,31,45,76,57,1.39,1.04,80.66,1.48,2771,3023,-252,47.83,-1.87,121,155,-34,43.84,-9.53,126.6,122.26,4.34,50.87,-1.33,22,32,10,556,10.17,33.81,0.62,9.63,98.03,42.19,22.12,30.72,47.31,30.54,51.94
"GABRIEL.DUMONT","2007-2017","MTL/T.B","C",57,540.58,3,3,6,6,0.67,0.67,12.36,1.37,465,470,-5,49.73,-4.24,10,11,-1,47.62,-10.58,19.06,16.86,2.2,53.06,-2.09,14,18,4,102,11.32,5.43,0.6,5,99.49,28.86,16.17,27.58,48.76,29.27,50.62
"GABRIEL.LANDESKOG","2007-2017","COL","L",428,8023.17,118,154,272,211,2.03,1.58,290.15,2.17,7988,7014,974,53.25,8.97,415,367,48,53.07,10.3,380.12,346.66,33.46,52.3,9.88,152,126,-26,1830,13.69,108.54,0.81,10.25,99.58,55.17,30.88,Inf,50.29,Inf,48.13
"GARNET.EXELBY","2007-2017","ATL/TOR","D",189,2993.56,3,15,18,10,0.36,0.2,-2.33,-0.05,2071,3175,-1104,39.48,-9.9,90,179,-89,33.46,-16.85,94.47,145.8,-51.33,39.32,-10.69,96,55,-41,226,4.53,5.77,0.12,3.23,97.96,35.62,26.34,Inf,43.25,Inf,55.09
